month,ncb,programme,holdings_eur_m
2026-02-01,SI,PSPP,9633
2026-03-01,SI,PSPP,9263
2026-04-01,SI,PSPP,9263
2026-05-01,SI,PSPP,9263
2026-06-01,SI,PSPP,9227
2026-07-01,SI,PSPP,9227
2026-08-01,SI,PSPP,9227
2015-03-01,SK,PSPP,506
2015-04-01,SK,PSPP,1028
2015-05-01,SK,PSPP,1557
2015-06-01,SK,PSPP,2103
2015-07-01,SK,PSPP,2545
2015-08-01,SK,PSPP,2968
2015-09-01,SK,PSPP,3435
2015-10-01,SK,PSPP,3812
2015-11-01,SK,PSPP,4345
2015-12-01,SK,PSPP,4622
2016-01-01,SK,PSPP,5197
2016-02-01,SK,PSPP,5751
2016-03-01,SK,PSPP,6184
2016-04-01,SK,PSPP,6513
2016-05-01,SK,PSPP,6836
2016-06-01,SK,PSPP,7069
2016-07-01,SK,PSPP,7290
2016-08-01,SK,PSPP,7413
2016-09-01,SK,PSPP,7546
2016-10-01,SK,PSPP,7710
2016-11-01,SK,PSPP,7940
2016-12-01,SK,PSPP,8156
2017-01-01,SK,PSPP,8490
2017-02-01,SK,PSPP,8791
2017-03-01,SK,PSPP,9085
2017-04-01,SK,PSPP,9318
2017-05-01,SK,PSPP,9529
2017-06-01,SK,PSPP,9766
2017-07-01,SK,PSPP,9986
2017-08-01,SK,PSPP,10046
2017-09-01,SK,PSPP,10224
2017-10-01,SK,PSPP,10452
2017-11-01,SK,PSPP,10589
2017-12-01,SK,PSPP,10783
2018-01-01,SK,PSPP,10970
2018-02-01,SK,PSPP,11111
2018-03-01,SK,PSPP,11248
2018-04-01,SK,PSPP,11418
2018-05-01,SK,PSPP,11551
2018-06-01,SK,PSPP,11736
2018-07-01,SK,PSPP,11888
2018-08-01,SK,PSPP,12017
2018-09-01,SK,PSPP,12252
2018-10-01,SK,PSPP,12336
2018-11-01,SK,PSPP,11669
2018-12-01,SK,PSPP,11685
2019-01-01,SK,PSPP,11771
2019-02-01,SK,PSPP,11847
2019-03-01,SK,PSPP,11924
2019-04-01,SK,PSPP,12004
2019-05-01,SK,PSPP,11922
2019-06-01,SK,PSPP,11991
2019-07-01,SK,PSPP,12078
2019-08-01,SK,PSPP,12143
2019-09-01,SK,PSPP,12219
2019-10-01,SK,PSPP,12330
2019-11-01,SK,PSPP,12427
2019-12-01,SK,PSPP,12522
2020-01-01,SK,PSPP,12662
2020-02-01,SK,PSPP,12733
2020-03-01,SK,PSPP,12855
2020-04-01,SK,PSPP,12287
2020-05-01,SK,PSPP,12419
2020-06-01,SK,PSPP,12558
2020-07-01,SK,PSPP,12932
2020-08-01,SK,PSPP,13183
2020-09-01,SK,PSPP,13527
2020-10-01,SK,PSPP,13885
2020-11-01,SK,PSPP,14259
2020-12-01,SK,PSPP,14614
2021-01-01,SK,PSPP,14884
2021-02-01,SK,PSPP,15130
2021-03-01,SK,PSPP,15190
2021-04-01,SK,PSPP,15494
2021-05-01,SK,PSPP,15715
2021-06-01,SK,PSPP,16003
2021-07-01,SK,PSPP,16226
2021-08-01,SK,PSPP,16392
2021-09-01,SK,PSPP,16647
2021-10-01,SK,PSPP,16781
2021-11-01,SK,PSPP,16911
2021-12-01,SK,PSPP,17033
2022-01-01,SK,PSPP,17207
2022-02-01,SK,PSPP,17321
2022-03-01,SK,PSPP,17464
2022-04-01,SK,PSPP,17799
2022-05-01,SK,PSPP,18021
2022-06-01,SK,PSPP,18170
2022-07-01,SK,PSPP,18241
2022-08-01,SK,PSPP,18330
2022-09-01,SK,PSPP,18416
2022-10-01,SK,PSPP,18492
2022-11-01,SK,PSPP,18568
2022-12-01,SK,PSPP,18644
2023-01-01,SK,PSPP,18824
2023-02-01,SK,PSPP,18008
2023-03-01,SK,PSPP,18132
2023-04-01,SK,PSPP,18195
2023-05-01,SK,PSPP,18292
2023-06-01,SK,PSPP,18329
2023-07-01,SK,PSPP,18329
2023-08-01,SK,PSPP,18329
2023-09-01,SK,PSPP,18329
2023-10-01,SK,PSPP,18329
2023-11-01,SK,PSPP,17841
2023-12-01,SK,PSPP,17841
2024-01-01,SK,PSPP,17841
2024-02-01,SK,PSPP,17841
2024-03-01,SK,PSPP,17841
2024-04-01,SK,PSPP,17841
2024-05-01,SK,PSPP,17841
2024-06-01,SK,PSPP,17223
2024-07-01,SK,PSPP,17223
2024-08-01,SK,PSPP,17223
2024-09-01,SK,PSPP,17223
2024-10-01,SK,PSPP,17223
2024-11-01,SK,PSPP,16248
2024-12-01,SK,PSPP,16248
2025-01-01,SK,PSPP,16248
2025-02-01,SK,PSPP,16248
2025-03-01,SK,PSPP,16248
2025-04-01,SK,PSPP,16248
2025-05-01,SK,PSPP,15300
2025-06-01,SK,PSPP,15300
2025-07-01,SK,PSPP,15300
2025-08-01,SK,PSPP,15300
2025-09-01,SK,PSPP,15300
2025-10-01,SK,PSPP,14325
2025-11-01,SK,PSPP,14325
2025-12-01,SK,PSPP,14325
2026-01-01,SK,PSPP,14325
2026-02-01,SK,PSPP,14325
2026-03-01,SK,PSPP,14325
2026-04-01,SK,PSPP,14325
2026-05-01,SK,PSPP,13600
2026-06-01,SK,PSPP,13600
2026-07-01,SK,PSPP,13600
2026-08-01,SK,PSPP,13600
2020-03-01,AT,PEPP,348
2020-04-01,AT,PEPP,2017
2020-05-01,AT,PEPP,4914
2020-06-01,AT,PEPP,7815
2020-07-01,AT,PEPP,10056
2020-08-01,AT,PEPP,11639
2020-09-01,AT,PEPP,13614
2020-10-01,AT,PEPP,15590
2020-11-01,AT,PEPP,17567
2020-12-01,AT,PEPP,19149
2021-01-01,AT,PEPP,20692
2021-02-01,AT,PEPP,22275
2021-03-01,AT,PEPP,24225
2021-04-01,AT,PEPP,26521
2021-05-01,AT,PEPP,28730
2021-06-01,AT,PEPP,30855
2021-07-01,AT,PEPP,33218
2021-08-01,AT,PEPP,34990
2021-09-01,AT,PEPP,36922
2021-10-01,AT,PEPP,38701
2021-11-01,AT,PEPP,40331
2021-12-01,AT,PEPP,40822
2022-01-01,AT,PEPP,42271
2022-02-01,AT,PEPP,43191
2022-03-01,AT,PEPP,43979
2022-04-01,AT,PEPP,44038
2022-05-01,AT,PEPP,44279
2022-06-01,AT,PEPP,44457
2022-07-01,AT,PEPP,44422
2022-08-01,AT,PEPP,44576
2022-09-01,AT,PEPP,44119
2022-10-01,AT,PEPP,43959
2022-11-01,AT,PEPP,43448
2022-12-01,AT,PEPP,43547
2023-01-01,AT,PEPP,44036
2023-02-01,AT,PEPP,44467
2023-03-01,AT,PEPP,45106
2023-04-01,AT,PEPP,44272
2023-05-01,AT,PEPP,44686
2023-06-01,AT,PEPP,44958
2023-07-01,AT,PEPP,43658
2023-08-01,AT,PEPP,43949
2023-09-01,AT,PEPP,44128
2023-10-01,AT,PEPP,42923
2023-11-01,AT,PEPP,43188
2023-12-01,AT,PEPP,43343
2024-01-01,AT,PEPP,43502
2024-02-01,AT,PEPP,43900
2024-03-01,AT,PEPP,44374
2024-04-01,AT,PEPP,44612
2024-05-01,AT,PEPP,45189
2024-06-01,AT,PEPP,45576
2024-07-01,AT,PEPP,43062
2024-08-01,AT,PEPP,43124
2024-09-01,AT,PEPP,43320
2024-10-01,AT,PEPP,41075
2024-11-01,AT,PEPP,41305
2024-12-01,AT,PEPP,41406
2025-01-01,AT,PEPP,41116
2025-02-01,AT,PEPP,41116
2025-03-01,AT,PEPP,41116
2025-04-01,AT,PEPP,39358
2025-05-01,AT,PEPP,39358
2025-06-01,AT,PEPP,39358
2025-07-01,AT,PEPP,39358
2025-08-01,AT,PEPP,39358
2025-09-01,AT,PEPP,39267
2025-10-01,AT,PEPP,37036
2025-11-01,AT,PEPP,37036
2025-12-01,AT,PEPP,37036
2026-01-01,AT,PEPP,37036
2026-02-01,AT,PEPP,37036
2026-03-01,AT,PEPP,35287
2026-04-01,AT,PEPP,35287
2026-05-01,AT,PEPP,35287
2026-06-01,AT,PEPP,35287
2026-07-01,AT,PEPP,34462
2026-08-01,AT,PEPP,34462
2020-03-01,BE,PEPP,444
2020-04-01,BE,PEPP,2854
2020-05-01,BE,PEPP,6461
2020-06-01,BE,PEPP,10068
2020-07-01,BE,PEPP,12853
2020-08-01,BE,PEPP,14821
2020-09-01,BE,PEPP,17280
2020-10-01,BE,PEPP,19739
2020-11-01,BE,PEPP,22198
2020-12-01,BE,PEPP,24166
2021-01-01,BE,PEPP,26084
2021-02-01,BE,PEPP,28052
2021-03-01,BE,PEPP,30478
2021-04-01,BE,PEPP,33336
2021-05-01,BE,PEPP,36087
2021-06-01,BE,PEPP,38692
2021-07-01,BE,PEPP,41622
2021-08-01,BE,PEPP,43825
2021-09-01,BE,PEPP,46227
2021-10-01,BE,PEPP,48440
2021-11-01,BE,PEPP,50667
2021-12-01,BE,PEPP,52405
2022-01-01,BE,PEPP,54204
2022-02-01,BE,PEPP,55789
2022-03-01,BE,PEPP,56799
2022-04-01,BE,PEPP,57230
2022-05-01,BE,PEPP,57053
2022-06-01,BE,PEPP,57336
2022-07-01,BE,PEPP,57058
2022-08-01,BE,PEPP,57312
2022-09-01,BE,PEPP,56873
2022-10-01,BE,PEPP,57116
2022-11-01,BE,PEPP,56175
2022-12-01,BE,PEPP,56333
2023-01-01,BE,PEPP,55796
2023-02-01,BE,PEPP,56186
2023-03-01,BE,PEPP,56426
2023-04-01,BE,PEPP,56710
2023-05-01,BE,PEPP,57079
2023-06-01,BE,PEPP,56194
2023-07-01,BE,PEPP,56469
2023-08-01,BE,PEPP,56757
2023-09-01,BE,PEPP,56942
2023-10-01,BE,PEPP,55736
2023-11-01,BE,PEPP,55942
2023-12-01,BE,PEPP,56076
2024-01-01,BE,PEPP,56618
2024-02-01,BE,PEPP,57097
2024-03-01,BE,PEPP,57582
2024-04-01,BE,PEPP,58066
2024-05-01,BE,PEPP,58647
2024-06-01,BE,PEPP,56199
2024-07-01,BE,PEPP,56455
2024-08-01,BE,PEPP,56534
2024-09-01,BE,PEPP,56669
2024-10-01,BE,PEPP,54670
2024-11-01,BE,PEPP,54824
2024-12-01,BE,PEPP,54875
2025-01-01,BE,PEPP,54875
2025-02-01,BE,PEPP,54875
2025-03-01,BE,PEPP,54875
2025-04-01,BE,PEPP,54875
2025-05-01,BE,PEPP,54875
2025-06-01,BE,PEPP,50753
2025-07-01,BE,PEPP,50753
2025-08-01,BE,PEPP,50753
2025-09-01,BE,PEPP,50753
2025-10-01,BE,PEPP,50753
2025-11-01,BE,PEPP,50753
2025-12-01,BE,PEPP,50753
2026-01-01,BE,PEPP,50753
2026-02-01,BE,PEPP,50753
2026-03-01,BE,PEPP,48728
2026-04-01,BE,PEPP,48728
2026-05-01,BE,PEPP,48643
2026-06-01,BE,PEPP,45800
2026-07-01,BE,PEPP,45800
2026-08-01,BE,PEPP,45800
2020-03-01,CY,PEPP,23
2020-04-01,CY,PEPP,239
2020-05-01,CY,PEPP,481
2020-06-01,CY,PEPP,750
2020-07-01,CY,PEPP,936
2020-08-01,CY,PEPP,1062
2020-09-01,CY,PEPP,1194
2020-10-01,CY,PEPP,1339
2020-11-01,CY,PEPP,1484
2020-12-01,CY,PEPP,1600
2021-01-01,CY,PEPP,1712
2021-02-01,CY,PEPP,1814
2021-03-01,CY,PEPP,1899
2021-04-01,CY,PEPP,1981
2021-05-01,CY,PEPP,2059
2021-06-01,CY,PEPP,2131
2021-07-01,CY,PEPP,2201
2021-08-01,CY,PEPP,2257
2021-09-01,CY,PEPP,2308
2021-10-01,CY,PEPP,2363
2021-11-01,CY,PEPP,2418
2021-12-01,CY,PEPP,2457
2022-01-01,CY,PEPP,2515
2022-02-01,CY,PEPP,2586
2022-03-01,CY,PEPP,2634
2022-04-01,CY,PEPP,2634
2022-05-01,CY,PEPP,2465
2022-06-01,CY,PEPP,2465
2022-07-01,CY,PEPP,2465
2022-08-01,CY,PEPP,2475
2022-09-01,CY,PEPP,2483
2022-10-01,CY,PEPP,2487
2022-11-01,CY,PEPP,2487
2022-12-01,CY,PEPP,2493
2023-01-01,CY,PEPP,2493
2023-02-01,CY,PEPP,2493
2023-03-01,CY,PEPP,2493
2023-04-01,CY,PEPP,2511
2023-05-01,CY,PEPP,2543
2023-06-01,CY,PEPP,2563
2023-07-01,CY,PEPP,2387
2023-08-01,CY,PEPP,2409
2023-09-01,CY,PEPP,2424
2023-10-01,CY,PEPP,2450
2023-11-01,CY,PEPP,2459
2023-12-01,CY,PEPP,2468
2024-01-01,CY,PEPP,2470
2024-02-01,CY,PEPP,2470
2024-03-01,CY,PEPP,2470
2024-04-01,CY,PEPP,2470
2024-05-01,CY,PEPP,2470
2024-06-01,CY,PEPP,2357
2024-07-01,CY,PEPP,2394
2024-08-01,CY,PEPP,2406
2024-09-01,CY,PEPP,2426
2024-10-01,CY,PEPP,2452
2024-11-01,CY,PEPP,2475
2024-12-01,CY,PEPP,2314
2025-01-01,CY,PEPP,2314
2025-02-01,CY,PEPP,2314
2025-03-01,CY,PEPP,2314
2025-04-01,CY,PEPP,2314
2025-05-01,CY,PEPP,2314
2025-06-01,CY,PEPP,2314
2025-07-01,CY,PEPP,2314
2025-08-01,CY,PEPP,2314
2025-09-01,CY,PEPP,2314
2025-10-01,CY,PEPP,2314
2025-11-01,CY,PEPP,2145
2025-12-01,CY,PEPP,2145
2026-01-01,CY,PEPP,2145
2026-02-01,CY,PEPP,1976
2026-03-01,CY,PEPP,1976
2026-04-01,CY,PEPP,1976
2026-05-01,CY,PEPP,1976
2026-06-01,CY,PEPP,1976
2026-07-01,CY,PEPP,1976
2026-08-01,CY,PEPP,1976
2020-03-01,DE,PEPP,3118
2020-04-01,DE,PEPP,20652
2020-05-01,DE,PEPP,46749
2020-06-01,DE,PEPP,72823
2020-07-01,DE,PEPP,93015
2020-08-01,DE,PEPP,107252
2020-09-01,DE,PEPP,125048
2020-10-01,DE,PEPP,142843
2020-11-01,DE,PEPP,160619
2020-12-01,DE,PEPP,174872
2021-01-01,DE,PEPP,188750
2021-02-01,DE,PEPP,202988
2021-03-01,DE,PEPP,220519
2021-04-01,DE,PEPP,241224
2021-05-01,DE,PEPP,261137
2021-06-01,DE,PEPP,279989
2021-07-01,DE,PEPP,301191
2021-08-01,DE,PEPP,317125
2021-09-01,DE,PEPP,334500
2021-10-01,DE,PEPP,350516
2021-11-01,DE,PEPP,366631
2021-12-01,DE,PEPP,379206
2022-01-01,DE,PEPP,392571
2022-02-01,DE,PEPP,403108
2022-03-01,DE,PEPP,408942
2022-04-01,DE,PEPP,409667
2022-05-01,DE,PEPP,412493
2022-06-01,DE,PEPP,409231
2022-07-01,DE,PEPP,398214
2022-08-01,DE,PEPP,396868
2022-09-01,DE,PEPP,395155
2022-10-01,DE,PEPP,395119
2022-11-01,DE,PEPP,397706
2022-12-01,DE,PEPP,394327
2023-01-01,DE,PEPP,398298
2023-02-01,DE,PEPP,396566
2023-03-01,DE,PEPP,398925
2023-04-01,DE,PEPP,395424
2023-05-01,DE,PEPP,396450
2023-06-01,DE,PEPP,394594
2023-07-01,DE,PEPP,397585
2023-08-01,DE,PEPP,396097
2023-09-01,DE,PEPP,393314
2023-10-01,DE,PEPP,394733
2023-11-01,DE,PEPP,394134
2023-12-01,DE,PEPP,392471
2024-01-01,DE,PEPP,393503
2024-02-01,DE,PEPP,392767
2024-03-01,DE,PEPP,393194
2024-04-01,DE,PEPP,391541
2024-05-01,DE,PEPP,391741
2024-06-01,DE,PEPP,388901
2024-07-01,DE,PEPP,389569
2024-08-01,DE,PEPP,385585
2024-09-01,DE,PEPP,383098
2024-10-01,DE,PEPP,379887
2024-11-01,DE,PEPP,380466
2024-12-01,DE,PEPP,378478
2025-01-01,DE,PEPP,373994
2025-02-01,DE,PEPP,365453
2025-03-01,DE,PEPP,359018
2025-04-01,DE,PEPP,352384
2025-05-01,DE,PEPP,350919
2025-06-01,DE,PEPP,345933
2025-07-01,DE,PEPP,345515
2025-08-01,DE,PEPP,339694
2025-09-01,DE,PEPP,336392
2025-10-01,DE,PEPP,331738
2025-11-01,DE,PEPP,330957
2025-12-01,DE,PEPP,329425
2026-01-01,DE,PEPP,328769
2026-02-01,DE,PEPP,322925
2026-03-01,DE,PEPP,319274
2026-04-01,DE,PEPP,309778
2026-05-01,DE,PEPP,308194
2026-06-01,DE,PEPP,306145
2026-07-01,DE,PEPP,305620
2026-08-01,DE,PEPP,299922
2020-03-01,EE,PEPP,0
2020-04-01,EE,PEPP,0
2020-05-01,EE,PEPP,0
2020-06-01,EE,PEPP,73
2020-07-01,EE,PEPP,163
2020-08-01,EE,PEPP,185
2020-09-01,EE,PEPP,192
2020-10-01,EE,PEPP,192
2020-11-01,EE,PEPP,206
2020-12-01,EE,PEPP,206
2021-01-01,EE,PEPP,211
2021-02-01,EE,PEPP,249
2021-03-01,EE,PEPP,255
2021-04-01,EE,PEPP,257
2021-05-01,EE,PEPP,254
2021-06-01,EE,PEPP,254
2021-07-01,EE,PEPP,254
2021-08-01,EE,PEPP,254
2021-09-01,EE,PEPP,256
2021-10-01,EE,PEPP,256
2021-11-01,EE,PEPP,256
2021-12-01,EE,PEPP,256
2022-01-01,EE,PEPP,256
2022-02-01,EE,PEPP,256
2022-03-01,EE,PEPP,256
2022-04-01,EE,PEPP,256
2022-05-01,EE,PEPP,256
2022-06-01,EE,PEPP,256
2022-07-01,EE,PEPP,256
2022-08-01,EE,PEPP,256
2022-09-01,EE,PEPP,256
2022-10-01,EE,PEPP,256
2022-11-01,EE,PEPP,256
2022-12-01,EE,PEPP,256
2023-01-01,EE,PEPP,256
2023-02-01,EE,PEPP,256
2023-03-01,EE,PEPP,256
2023-04-01,EE,PEPP,256
2023-05-01,EE,PEPP,256
2023-06-01,EE,PEPP,256
2023-07-01,EE,PEPP,256
2023-08-01,EE,PEPP,256
2023-09-01,EE,PEPP,256
2023-10-01,EE,PEPP,256
2023-11-01,EE,PEPP,256
2023-12-01,EE,PEPP,256
2024-01-01,EE,PEPP,256
2024-02-01,EE,PEPP,256
2024-03-01,EE,PEPP,256
2024-04-01,EE,PEPP,256
2024-05-01,EE,PEPP,256
2024-06-01,EE,PEPP,256
2024-07-01,EE,PEPP,256
2024-08-01,EE,PEPP,256
2024-09-01,EE,PEPP,256
2024-10-01,EE,PEPP,256
2024-11-01,EE,PEPP,256
2024-12-01,EE,PEPP,256
2025-01-01,EE,PEPP,256
2025-02-01,EE,PEPP,256
2025-03-01,EE,PEPP,256
2025-04-01,EE,PEPP,256
2025-05-01,EE,PEPP,256
2025-06-01,EE,PEPP,256
2025-07-01,EE,PEPP,256
2025-08-01,EE,PEPP,256
2025-09-01,EE,PEPP,256
2025-10-01,EE,PEPP,256
2025-11-01,EE,PEPP,256
2025-12-01,EE,PEPP,256
2026-01-01,EE,PEPP,256
2026-02-01,EE,PEPP,256
2026-03-01,EE,PEPP,256
2026-04-01,EE,PEPP,256
2026-05-01,EE,PEPP,256
2026-06-01,EE,PEPP,256
2026-07-01,EE,PEPP,256
2026-08-01,EE,PEPP,256
2020-03-01,ES,PEPP,1551
2020-04-01,ES,PEPP,9439
2020-05-01,ES,PEPP,22392
2020-06-01,ES,PEPP,35772
2020-07-01,ES,PEPP,46112
2020-08-01,ES,PEPP,52981
2020-09-01,ES,PEPP,61030
2020-10-01,ES,PEPP,69079
2020-11-01,ES,PEPP,77128
2020-12-01,ES,PEPP,83567
2021-01-01,ES,PEPP,89846
2021-02-01,ES,PEPP,96285
2021-03-01,ES,PEPP,104227
2021-04-01,ES,PEPP,113580
2021-05-01,ES,PEPP,122583
2021-06-01,ES,PEPP,131111
2021-07-01,ES,PEPP,140701
2021-08-01,ES,PEPP,147912
2021-09-01,ES,PEPP,155772
2021-10-01,ES,PEPP,163017
2021-11-01,ES,PEPP,170306
2021-12-01,ES,PEPP,175995
2022-01-01,ES,PEPP,181623
2022-02-01,ES,PEPP,186361
2022-03-01,ES,PEPP,189663
2022-04-01,ES,PEPP,190526
2022-05-01,ES,PEPP,190462
2022-06-01,ES,PEPP,190725
2022-07-01,ES,PEPP,196376
2022-08-01,ES,PEPP,196069
2022-09-01,ES,PEPP,196175
2022-10-01,ES,PEPP,195635
2022-11-01,ES,PEPP,194757
2022-12-01,ES,PEPP,194215
2023-01-01,ES,PEPP,193374
2023-02-01,ES,PEPP,194239
2023-03-01,ES,PEPP,195877
2023-04-01,ES,PEPP,196338
2023-05-01,ES,PEPP,194310
2023-06-01,ES,PEPP,194832
2023-07-01,ES,PEPP,191588
2023-08-01,ES,PEPP,192491
2023-09-01,ES,PEPP,193040
2023-10-01,ES,PEPP,192494
2023-11-01,ES,PEPP,192988
2023-12-01,ES,PEPP,193378
2024-01-01,ES,PEPP,192375
2024-02-01,ES,PEPP,194063
2024-03-01,ES,PEPP,195724
2024-04-01,ES,PEPP,193775
2024-05-01,ES,PEPP,192474
2024-06-01,ES,PEPP,193293
2024-07-01,ES,PEPP,191229
2024-08-01,ES,PEPP,191516
2024-09-01,ES,PEPP,191879
2024-10-01,ES,PEPP,188433
2024-11-01,ES,PEPP,188996
2024-12-01,ES,PEPP,189083
2025-01-01,ES,PEPP,185232
2025-02-01,ES,PEPP,185232
2025-03-01,ES,PEPP,185224
2025-04-01,ES,PEPP,181426
2025-05-01,ES,PEPP,181426
2025-06-01,ES,PEPP,178728
2025-07-01,ES,PEPP,174680
2025-08-01,ES,PEPP,174680
2025-09-01,ES,PEPP,174556
2025-10-01,ES,PEPP,170319
2025-11-01,ES,PEPP,170319
2025-12-01,ES,PEPP,170319
2026-01-01,ES,PEPP,170319
2026-02-01,ES,PEPP,166719
2026-03-01,ES,PEPP,166667
2026-04-01,ES,PEPP,162988
2026-05-01,ES,PEPP,162882
2026-06-01,ES,PEPP,161450
2026-07-01,ES,PEPP,157271
2026-08-01,ES,PEPP,157271
2020-03-01,FI,PEPP,198
2020-04-01,FI,PEPP,1375
2020-05-01,FI,PEPP,3232
2020-06-01,FI,PEPP,5052
2020-07-01,FI,PEPP,6457
2020-08-01,FI,PEPP,7449
2020-09-01,FI,PEPP,8689
2020-10-01,FI,PEPP,9929
2020-11-01,FI,PEPP,11169
2020-12-01,FI,PEPP,12162
2021-01-01,FI,PEPP,13104
2021-02-01,FI,PEPP,14122
2021-03-01,FI,PEPP,15349
2021-04-01,FI,PEPP,16750
2021-05-01,FI,PEPP,18175
2021-06-01,FI,PEPP,19488
2021-07-01,FI,PEPP,20955
2021-08-01,FI,PEPP,22082
2021-09-01,FI,PEPP,23292
2021-10-01,FI,PEPP,24408
2021-11-01,FI,PEPP,25499
2021-12-01,FI,PEPP,26362
2022-01-01,FI,PEPP,26807
2022-02-01,FI,PEPP,27298
2022-03-01,FI,PEPP,28182
2022-04-01,FI,PEPP,28040
2022-05-01,FI,PEPP,26918
2022-06-01,FI,PEPP,27454
2022-07-01,FI,PEPP,27454
2022-08-01,FI,PEPP,26601
2022-09-01,FI,PEPP,26380
2022-10-01,FI,PEPP,26855
2022-11-01,FI,PEPP,26207
2022-12-01,FI,PEPP,26513
2023-01-01,FI,PEPP,26952
2023-02-01,FI,PEPP,26234
2023-03-01,FI,PEPP,26888
2023-04-01,FI,PEPP,26385
2023-05-01,FI,PEPP,26193
2023-06-01,FI,PEPP,26381
2023-07-01,FI,PEPP,26757
2023-08-01,FI,PEPP,26652
2023-09-01,FI,PEPP,25951
2023-10-01,FI,PEPP,26498
2023-11-01,FI,PEPP,26208
2023-12-01,FI,PEPP,26383
2024-01-01,FI,PEPP,26855
2024-02-01,FI,PEPP,26298
2024-03-01,FI,PEPP,26243
2024-04-01,FI,PEPP,26024
2024-05-01,FI,PEPP,26176
2024-06-01,FI,PEPP,26541
2024-07-01,FI,PEPP,26900
2024-08-01,FI,PEPP,26344
2024-09-01,FI,PEPP,25854
2024-10-01,FI,PEPP,25852
2024-11-01,FI,PEPP,24837
2024-12-01,FI,PEPP,24912
2025-01-01,FI,PEPP,24912
2025-02-01,FI,PEPP,23329
2025-03-01,FI,PEPP,23329
2025-04-01,FI,PEPP,23093
2025-05-01,FI,PEPP,22482
2025-06-01,FI,PEPP,22482
2025-07-01,FI,PEPP,21430
2025-08-01,FI,PEPP,20879
2025-09-01,FI,PEPP,20051
2025-10-01,FI,PEPP,20051
2025-11-01,FI,PEPP,20051
2025-12-01,FI,PEPP,20051
2026-01-01,FI,PEPP,20051
2026-02-01,FI,PEPP,20051
2026-03-01,FI,PEPP,20051
2026-04-01,FI,PEPP,18760
2026-05-01,FI,PEPP,18760
2026-06-01,FI,PEPP,18760
2026-07-01,FI,PEPP,18760
2026-08-01,FI,PEPP,18760
2020-03-01,FR,PEPP,2448
2020-04-01,FR,PEPP,15954
2020-05-01,FR,PEPP,23575
2020-06-01,FR,PEPP,43796
2020-07-01,FR,PEPP,59420
2020-08-01,FR,PEPP,70449
2020-09-01,FR,PEPP,84237
2020-10-01,FR,PEPP,98023
2020-11-01,FR,PEPP,111810
2020-12-01,FR,PEPP,122840
2021-01-01,FR,PEPP,133594
2021-02-01,FR,PEPP,144624
2021-03-01,FR,PEPP,158231
2021-04-01,FR,PEPP,174252
2021-05-01,FR,PEPP,189671
2021-06-01,FR,PEPP,204279
2021-07-01,FR,PEPP,220704
2021-08-01,FR,PEPP,233050
2021-09-01,FR,PEPP,246513
2021-10-01,FR,PEPP,258925
2021-11-01,FR,PEPP,271409
2021-12-01,FR,PEPP,281153
2022-01-01,FR,PEPP,291112
2022-02-01,FR,PEPP,296490
2022-03-01,FR,PEPP,302286
2022-04-01,FR,PEPP,300976
2022-05-01,FR,PEPP,298979
2022-06-01,FR,PEPP,298865
2022-07-01,FR,PEPP,297766
2022-08-01,FR,PEPP,297863
2022-09-01,FR,PEPP,299736
2022-10-01,FR,PEPP,298898
2022-11-01,FR,PEPP,299750
2022-12-01,FR,PEPP,300576
2023-01-01,FR,PEPP,301843
2023-02-01,FR,PEPP,301029
2023-03-01,FR,PEPP,296889
2023-04-01,FR,PEPP,297511
2023-05-01,FR,PEPP,294955
2023-06-01,FR,PEPP,295779
2023-07-01,FR,PEPP,296672
2023-08-01,FR,PEPP,297733
2023-09-01,FR,PEPP,298320
2023-10-01,FR,PEPP,298024
2023-11-01,FR,PEPP,298622
2023-12-01,FR,PEPP,299140
2024-01-01,FR,PEPP,301854
2024-02-01,FR,PEPP,299401
2024-03-01,FR,PEPP,295017
2024-04-01,FR,PEPP,297545
2024-05-01,FR,PEPP,294437
2024-06-01,FR,PEPP,295814
2024-07-01,FR,PEPP,295842
2024-08-01,FR,PEPP,296278
2024-09-01,FR,PEPP,296979
2024-10-01,FR,PEPP,297662
2024-11-01,FR,PEPP,291854
2024-12-01,FR,PEPP,292169
2025-01-01,FR,PEPP,291954
2025-02-01,FR,PEPP,288894
2025-03-01,FR,PEPP,279248
2025-04-01,FR,PEPP,279178
2025-05-01,FR,PEPP,271540
2025-06-01,FR,PEPP,271500
2025-07-01,FR,PEPP,271433
2025-08-01,FR,PEPP,271433
2025-09-01,FR,PEPP,271351
2025-10-01,FR,PEPP,268466
2025-11-01,FR,PEPP,262281
2025-12-01,FR,PEPP,261974
2026-01-01,FR,PEPP,261974
2026-02-01,FR,PEPP,253807
2026-03-01,FR,PEPP,251793
2026-04-01,FR,PEPP,248210
2026-05-01,FR,PEPP,240001
2026-06-01,FR,PEPP,239863
2026-07-01,FR,PEPP,239525
2026-08-01,FR,PEPP,239525
2020-03-01,GR,PEPP,301
2020-04-01,GR,PEPP,2226
2020-05-01,GR,PEPP,4690
2020-06-01,GR,PEPP,7798
2020-07-01,GR,PEPP,9946
2020-08-01,GR,PEPP,11291
2020-09-01,GR,PEPP,12966
2020-10-01,GR,PEPP,14639
2020-11-01,GR,PEPP,16307
2020-12-01,GR,PEPP,17645
2021-01-01,GR,PEPP,18950
2021-02-01,GR,PEPP,20288
