month,ncb,programme,holdings_eur_m
2018-09-01,LU,PSPP,2594
2018-10-01,LU,PSPP,2598
2018-11-01,LU,PSPP,2606
2018-12-01,LU,PSPP,2613
2019-01-01,LU,PSPP,2615
2019-02-01,LU,PSPP,2617
2019-03-01,LU,PSPP,2619
2019-04-01,LU,PSPP,2626
2019-05-01,LU,PSPP,2628
2019-06-01,LU,PSPP,2629
2019-07-01,LU,PSPP,2646
2019-08-01,LU,PSPP,2649
2019-09-01,LU,PSPP,2673
2019-10-01,LU,PSPP,2677
2019-11-01,LU,PSPP,2708
2019-12-01,LU,PSPP,2720
2020-01-01,LU,PSPP,2800
2020-02-01,LU,PSPP,2820
2020-03-01,LU,PSPP,2867
2020-04-01,LU,PSPP,2961
2020-05-01,LU,PSPP,2354
2020-06-01,LU,PSPP,2396
2020-07-01,LU,PSPP,2463
2020-08-01,LU,PSPP,2523
2020-09-01,LU,PSPP,2648
2020-10-01,LU,PSPP,2775
2020-11-01,LU,PSPP,2906
2020-12-01,LU,PSPP,2989
2021-01-01,LU,PSPP,3093
2021-02-01,LU,PSPP,3166
2021-03-01,LU,PSPP,3232
2021-04-01,LU,PSPP,3304
2021-05-01,LU,PSPP,3359
2021-06-01,LU,PSPP,3430
2021-07-01,LU,PSPP,3516
2021-08-01,LU,PSPP,3590
2021-09-01,LU,PSPP,3722
2021-10-01,LU,PSPP,3780
2021-11-01,LU,PSPP,3817
2021-12-01,LU,PSPP,3872
2022-01-01,LU,PSPP,3902
2022-02-01,LU,PSPP,3947
2022-03-01,LU,PSPP,3637
2022-04-01,LU,PSPP,3683
2022-05-01,LU,PSPP,3721
2022-06-01,LU,PSPP,3780
2022-07-01,LU,PSPP,3838
2022-08-01,LU,PSPP,3867
2022-09-01,LU,PSPP,3904
2022-10-01,LU,PSPP,3916
2022-11-01,LU,PSPP,3945
2022-12-01,LU,PSPP,3950
2023-01-01,LU,PSPP,3999
2023-02-01,LU,PSPP,4042
2023-03-01,LU,PSPP,4075
2023-04-01,LU,PSPP,4095
2023-05-01,LU,PSPP,4125
2023-06-01,LU,PSPP,4137
2023-07-01,LU,PSPP,3568
2023-08-01,LU,PSPP,3568
2023-09-01,LU,PSPP,3568
2023-10-01,LU,PSPP,3568
2023-11-01,LU,PSPP,3568
2023-12-01,LU,PSPP,3568
2024-01-01,LU,PSPP,3568
2024-02-01,LU,PSPP,3568
2024-03-01,LU,PSPP,3568
2024-04-01,LU,PSPP,3568
2024-05-01,LU,PSPP,3568
2024-06-01,LU,PSPP,3568
2024-07-01,LU,PSPP,3568
2024-08-01,LU,PSPP,3568
2024-09-01,LU,PSPP,3568
2024-10-01,LU,PSPP,3568
2024-11-01,LU,PSPP,3568
2024-12-01,LU,PSPP,3568
2025-01-01,LU,PSPP,3568
2025-02-01,LU,PSPP,3568
2025-03-01,LU,PSPP,3568
2025-04-01,LU,PSPP,3405
2025-05-01,LU,PSPP,3405
2025-06-01,LU,PSPP,3405
2025-07-01,LU,PSPP,3405
2025-08-01,LU,PSPP,3405
2025-09-01,LU,PSPP,3405
2025-10-01,LU,PSPP,3405
2025-11-01,LU,PSPP,3405
2025-12-01,LU,PSPP,3405
2026-01-01,LU,PSPP,3405
2026-02-01,LU,PSPP,3405
2026-03-01,LU,PSPP,3405
2026-04-01,LU,PSPP,3405
2026-05-01,LU,PSPP,3405
2026-06-01,LU,PSPP,3405
2026-07-01,LU,PSPP,3405
2026-08-01,LU,PSPP,3405
2015-03-01,LV,PSPP,75
2015-04-01,LV,PSPP,252
2015-05-01,LV,PSPP,457
2015-06-01,LV,PSPP,503
2015-07-01,LV,PSPP,525
2015-08-01,LV,PSPP,548
2015-09-01,LV,PSPP,567
2015-10-01,LV,PSPP,630
2015-11-01,LV,PSPP,661
2015-12-01,LV,PSPP,684
2016-01-01,LV,PSPP,725
2016-02-01,LV,PSPP,755
2016-03-01,LV,PSPP,799
2016-04-01,LV,PSPP,875
2016-05-01,LV,PSPP,933
2016-06-01,LV,PSPP,1023
2016-07-01,LV,PSPP,1050
2016-08-01,LV,PSPP,1122
2016-09-01,LV,PSPP,1167
2016-10-01,LV,PSPP,1257
2016-11-01,LV,PSPP,1296
2016-12-01,LV,PSPP,1312
2017-01-01,LV,PSPP,1351
2017-02-01,LV,PSPP,1407
2017-03-01,LV,PSPP,1472
2017-04-01,LV,PSPP,1515
2017-05-01,LV,PSPP,1542
2017-06-01,LV,PSPP,1578
2017-07-01,LV,PSPP,1606
2017-08-01,LV,PSPP,1631
2017-09-01,LV,PSPP,1658
2017-10-01,LV,PSPP,1706
2017-11-01,LV,PSPP,1735
2017-12-01,LV,PSPP,1742
2018-01-01,LV,PSPP,1796
2018-02-01,LV,PSPP,1843
2018-03-01,LV,PSPP,1784
2018-04-01,LV,PSPP,1813
2018-05-01,LV,PSPP,1852
2018-06-01,LV,PSPP,1915
2018-07-01,LV,PSPP,1956
2018-08-01,LV,PSPP,1989
2018-09-01,LV,PSPP,2011
2018-10-01,LV,PSPP,2055
2018-11-01,LV,PSPP,2063
2018-12-01,LV,PSPP,2075
2019-01-01,LV,PSPP,2081
2019-02-01,LV,PSPP,2067
2019-03-01,LV,PSPP,2071
2019-04-01,LV,PSPP,2105
2019-05-01,LV,PSPP,2133
2019-06-01,LV,PSPP,2163
2019-07-01,LV,PSPP,2197
2019-08-01,LV,PSPP,2224
2019-09-01,LV,PSPP,2256
2019-10-01,LV,PSPP,2304
2019-11-01,LV,PSPP,2314
2019-12-01,LV,PSPP,2357
2020-01-01,LV,PSPP,2392
2020-02-01,LV,PSPP,2414
2020-03-01,LV,PSPP,2481
2020-04-01,LV,PSPP,2542
2020-05-01,LV,PSPP,2583
2020-06-01,LV,PSPP,2592
2020-07-01,LV,PSPP,2721
2020-08-01,LV,PSPP,2756
2020-09-01,LV,PSPP,2785
2020-10-01,LV,PSPP,2847
2020-11-01,LV,PSPP,2900
2020-12-01,LV,PSPP,2798
2021-01-01,LV,PSPP,2519
2021-02-01,LV,PSPP,2594
2021-03-01,LV,PSPP,2701
2021-04-01,LV,PSPP,2803
2021-05-01,LV,PSPP,2877
2021-06-01,LV,PSPP,2954
2021-07-01,LV,PSPP,3000
2021-08-01,LV,PSPP,3017
2021-09-01,LV,PSPP,3097
2021-10-01,LV,PSPP,3186
2021-11-01,LV,PSPP,3276
2021-12-01,LV,PSPP,3338
2022-01-01,LV,PSPP,3381
2022-02-01,LV,PSPP,3435
2022-03-01,LV,PSPP,3523
2022-04-01,LV,PSPP,3656
2022-05-01,LV,PSPP,3746
2022-06-01,LV,PSPP,3766
2022-07-01,LV,PSPP,3766
2022-08-01,LV,PSPP,3807
2022-09-01,LV,PSPP,3857
2022-10-01,LV,PSPP,3873
2022-11-01,LV,PSPP,3895
2022-12-01,LV,PSPP,3929
2023-01-01,LV,PSPP,3978
2023-02-01,LV,PSPP,4020
2023-03-01,LV,PSPP,4044
2023-04-01,LV,PSPP,3875
2023-05-01,LV,PSPP,3824
2023-06-01,LV,PSPP,3831
2023-07-01,LV,PSPP,3831
2023-08-01,LV,PSPP,3831
2023-09-01,LV,PSPP,3831
2023-10-01,LV,PSPP,3831
2023-11-01,LV,PSPP,3804
2023-12-01,LV,PSPP,3804
2024-01-01,LV,PSPP,3804
2024-02-01,LV,PSPP,3804
2024-03-01,LV,PSPP,3804
2024-04-01,LV,PSPP,3446
2024-05-01,LV,PSPP,3446
2024-06-01,LV,PSPP,3446
2024-07-01,LV,PSPP,3446
2024-08-01,LV,PSPP,3446
2024-09-01,LV,PSPP,3446
2024-10-01,LV,PSPP,3446
2024-11-01,LV,PSPP,3446
2024-12-01,LV,PSPP,3446
2025-01-01,LV,PSPP,3421
2025-02-01,LV,PSPP,3421
2025-03-01,LV,PSPP,3421
2025-04-01,LV,PSPP,3421
2025-05-01,LV,PSPP,3421
2025-06-01,LV,PSPP,3421
2025-07-01,LV,PSPP,3421
2025-08-01,LV,PSPP,3421
2025-09-01,LV,PSPP,3064
2025-10-01,LV,PSPP,3064
2025-11-01,LV,PSPP,3064
2025-12-01,LV,PSPP,3064
2026-01-01,LV,PSPP,3064
2026-02-01,LV,PSPP,3064
2026-03-01,LV,PSPP,3064
2026-04-01,LV,PSPP,3064
2026-05-01,LV,PSPP,3064
2026-06-01,LV,PSPP,3064
2026-07-01,LV,PSPP,3064
2026-08-01,LV,PSPP,3064
2015-03-01,MT,PSPP,5
2015-04-01,MT,PSPP,58
2015-05-01,MT,PSPP,143
2015-06-01,MT,PSPP,209
2015-07-01,MT,PSPP,233
2015-08-01,MT,PSPP,244
2015-09-01,MT,PSPP,262
2015-10-01,MT,PSPP,273
2015-11-01,MT,PSPP,275
2015-12-01,MT,PSPP,282
2016-01-01,MT,PSPP,342
2016-02-01,MT,PSPP,363
2016-03-01,MT,PSPP,423
2016-04-01,MT,PSPP,483
2016-05-01,MT,PSPP,549
2016-06-01,MT,PSPP,586
2016-07-01,MT,PSPP,598
2016-08-01,MT,PSPP,609
2016-09-01,MT,PSPP,616
2016-10-01,MT,PSPP,653
2016-11-01,MT,PSPP,752
2016-12-01,MT,PSPP,807
2017-01-01,MT,PSPP,836
2017-02-01,MT,PSPP,885
2017-03-01,MT,PSPP,915
2017-04-01,MT,PSPP,927
2017-05-01,MT,PSPP,940
2017-06-01,MT,PSPP,956
2017-07-01,MT,PSPP,967
2017-08-01,MT,PSPP,994
2017-09-01,MT,PSPP,1015
2017-10-01,MT,PSPP,1030
2017-11-01,MT,PSPP,1006
2017-12-01,MT,PSPP,1027
2018-01-01,MT,PSPP,1034
2018-02-01,MT,PSPP,1039
2018-03-01,MT,PSPP,1070
2018-04-01,MT,PSPP,1074
2018-05-01,MT,PSPP,1091
2018-06-01,MT,PSPP,1108
2018-07-01,MT,PSPP,1097
2018-08-01,MT,PSPP,1105
2018-09-01,MT,PSPP,1107
2018-10-01,MT,PSPP,1134
2018-11-01,MT,PSPP,1152
2018-12-01,MT,PSPP,1154
2019-01-01,MT,PSPP,1157
2019-02-01,MT,PSPP,1158
2019-03-01,MT,PSPP,1165
2019-04-01,MT,PSPP,1166
2019-05-01,MT,PSPP,1166
2019-06-01,MT,PSPP,1183
2019-07-01,MT,PSPP,1174
2019-08-01,MT,PSPP,1183
2019-09-01,MT,PSPP,1141
2019-10-01,MT,PSPP,1149
2019-11-01,MT,PSPP,1151
2019-12-01,MT,PSPP,1153
2020-01-01,MT,PSPP,1153
2020-02-01,MT,PSPP,1169
2020-03-01,MT,PSPP,1185
2020-04-01,MT,PSPP,1174
2020-05-01,MT,PSPP,1197
2020-06-01,MT,PSPP,1189
2020-07-01,MT,PSPP,1189
2020-08-01,MT,PSPP,1191
2020-09-01,MT,PSPP,1203
2020-10-01,MT,PSPP,1203
2020-11-01,MT,PSPP,1214
2020-12-01,MT,PSPP,1214
2021-01-01,MT,PSPP,1214
2021-02-01,MT,PSPP,1221
2021-03-01,MT,PSPP,1225
2021-04-01,MT,PSPP,1229
2021-05-01,MT,PSPP,1258
2021-06-01,MT,PSPP,1258
2021-07-01,MT,PSPP,1296
2021-08-01,MT,PSPP,1221
2021-09-01,MT,PSPP,1233
2021-10-01,MT,PSPP,1267
2021-11-01,MT,PSPP,1309
2021-12-01,MT,PSPP,1361
2022-01-01,MT,PSPP,1361
2022-02-01,MT,PSPP,1373
2022-03-01,MT,PSPP,1402
2022-04-01,MT,PSPP,1410
2022-05-01,MT,PSPP,1402
2022-06-01,MT,PSPP,1413
2022-07-01,MT,PSPP,1418
2022-08-01,MT,PSPP,1410
2022-09-01,MT,PSPP,1416
2022-10-01,MT,PSPP,1422
2022-11-01,MT,PSPP,1431
2022-12-01,MT,PSPP,1433
2023-01-01,MT,PSPP,1444
2023-02-01,MT,PSPP,1447
2023-03-01,MT,PSPP,1449
2023-04-01,MT,PSPP,1450
2023-05-01,MT,PSPP,1449
2023-06-01,MT,PSPP,1450
2023-07-01,MT,PSPP,1441
2023-08-01,MT,PSPP,1441
2023-09-01,MT,PSPP,1441
2023-10-01,MT,PSPP,1441
2023-11-01,MT,PSPP,1426
2023-12-01,MT,PSPP,1426
2024-01-01,MT,PSPP,1426
2024-02-01,MT,PSPP,1426
2024-03-01,MT,PSPP,1426
2024-04-01,MT,PSPP,1426
2024-05-01,MT,PSPP,1426
2024-06-01,MT,PSPP,1426
2024-07-01,MT,PSPP,1411
2024-08-01,MT,PSPP,1411
2024-09-01,MT,PSPP,1411
2024-10-01,MT,PSPP,1392
2024-11-01,MT,PSPP,1386
2024-12-01,MT,PSPP,1386
2025-01-01,MT,PSPP,1386
2025-02-01,MT,PSPP,1386
2025-03-01,MT,PSPP,1386
2025-04-01,MT,PSPP,1386
2025-05-01,MT,PSPP,1386
2025-06-01,MT,PSPP,1386
2025-07-01,MT,PSPP,1373
2025-08-01,MT,PSPP,1373
2025-09-01,MT,PSPP,1373
2025-10-01,MT,PSPP,1373
2025-11-01,MT,PSPP,1336
2025-12-01,MT,PSPP,1336
2026-01-01,MT,PSPP,1336
2026-02-01,MT,PSPP,1336
2026-03-01,MT,PSPP,1336
2026-04-01,MT,PSPP,1336
2026-05-01,MT,PSPP,1336
2026-06-01,MT,PSPP,1336
2026-07-01,MT,PSPP,1323
2026-08-01,MT,PSPP,1323
2015-03-01,NL,PSPP,2487
2015-04-01,NL,PSPP,5014
2015-05-01,NL,PSPP,7681
2015-06-01,NL,PSPP,10344
2015-07-01,NL,PSPP,13001
2015-08-01,NL,PSPP,15214
2015-09-01,NL,PSPP,17817
2015-10-01,NL,PSPP,20538
2015-11-01,NL,PSPP,23421
2015-12-01,NL,PSPP,25612
2016-01-01,NL,PSPP,28452
2016-02-01,NL,PSPP,31246
2016-03-01,NL,PSPP,34005
2016-04-01,NL,PSPP,38229
2016-05-01,NL,PSPP,42584
2016-06-01,NL,PSPP,46365
2016-07-01,NL,PSPP,50199
2016-08-01,NL,PSPP,53114
2016-09-01,NL,PSPP,56956
2016-10-01,NL,PSPP,60952
2016-11-01,NL,PSPP,64783
2016-12-01,NL,PSPP,67824
2017-01-01,NL,PSPP,71845
2017-02-01,NL,PSPP,75670
2017-03-01,NL,PSPP,79539
2017-04-01,NL,PSPP,82516
2017-05-01,NL,PSPP,85158
2017-06-01,NL,PSPP,87808
2017-07-01,NL,PSPP,90506
2017-08-01,NL,PSPP,92680
2017-09-01,NL,PSPP,95279
2017-10-01,NL,PSPP,97853
2017-11-01,NL,PSPP,100415
2017-12-01,NL,PSPP,102783
2018-01-01,NL,PSPP,103838
2018-02-01,NL,PSPP,104961
2018-03-01,NL,PSPP,106024
2018-04-01,NL,PSPP,107314
2018-05-01,NL,PSPP,108488
2018-06-01,NL,PSPP,109771
2018-07-01,NL,PSPP,110492
2018-08-01,NL,PSPP,111761
2018-09-01,NL,PSPP,113638
2018-10-01,NL,PSPP,114139
2018-11-01,NL,PSPP,114547
2018-12-01,NL,PSPP,115183
2019-01-01,NL,PSPP,112332
2019-02-01,NL,PSPP,112674
2019-03-01,NL,PSPP,112936
2019-04-01,NL,PSPP,113986
2019-05-01,NL,PSPP,114655
2019-06-01,NL,PSPP,114562
2019-07-01,NL,PSPP,111539
2019-08-01,NL,PSPP,111501
2019-09-01,NL,PSPP,112035
2019-10-01,NL,PSPP,113628
2019-11-01,NL,PSPP,114154
2019-12-01,NL,PSPP,114762
2020-01-01,NL,PSPP,110893
2020-02-01,NL,PSPP,111031
2020-03-01,NL,PSPP,111758
2020-04-01,NL,PSPP,113240
2020-05-01,NL,PSPP,114244
2020-06-01,NL,PSPP,115216
2020-07-01,NL,PSPP,112519
2020-08-01,NL,PSPP,112887
2020-09-01,NL,PSPP,114093
2020-10-01,NL,PSPP,115901
2020-11-01,NL,PSPP,117407
2020-12-01,NL,PSPP,118660
2021-01-01,NL,PSPP,119057
2021-02-01,NL,PSPP,119656
2021-03-01,NL,PSPP,120752
2021-04-01,NL,PSPP,122370
2021-05-01,NL,PSPP,123435
2021-06-01,NL,PSPP,124782
2021-07-01,NL,PSPP,121291
2021-08-01,NL,PSPP,121968
2021-09-01,NL,PSPP,123398
2021-10-01,NL,PSPP,124613
2021-11-01,NL,PSPP,125897
2021-12-01,NL,PSPP,126965
2022-01-01,NL,PSPP,123585
2022-02-01,NL,PSPP,124352
2022-03-01,NL,PSPP,125511
2022-04-01,NL,PSPP,129119
2022-05-01,NL,PSPP,131266
2022-06-01,NL,PSPP,132715
2022-07-01,NL,PSPP,129650
2022-08-01,NL,PSPP,129559
2022-09-01,NL,PSPP,131596
2022-10-01,NL,PSPP,132872
2022-11-01,NL,PSPP,133747
2022-12-01,NL,PSPP,134573
2023-01-01,NL,PSPP,131340
2023-02-01,NL,PSPP,131697
2023-03-01,NL,PSPP,132727
2023-04-01,NL,PSPP,132778
2023-05-01,NL,PSPP,133525
2023-06-01,NL,PSPP,133712
2023-07-01,NL,PSPP,127442
2023-08-01,NL,PSPP,127442
2023-09-01,NL,PSPP,127213
2023-10-01,NL,PSPP,127213
2023-11-01,NL,PSPP,127099
2023-12-01,NL,PSPP,127099
2024-01-01,NL,PSPP,121403
2024-02-01,NL,PSPP,121403
2024-03-01,NL,PSPP,121403
2024-04-01,NL,PSPP,121403
2024-05-01,NL,PSPP,121403
2024-06-01,NL,PSPP,120778
2024-07-01,NL,PSPP,115252
2024-08-01,NL,PSPP,115252
2024-09-01,NL,PSPP,114926
2024-10-01,NL,PSPP,114838
2024-11-01,NL,PSPP,114654
2024-12-01,NL,PSPP,114654
2025-01-01,NL,PSPP,114556
2025-02-01,NL,PSPP,114556
2025-03-01,NL,PSPP,114556
2025-04-01,NL,PSPP,113827
2025-05-01,NL,PSPP,113462
2025-06-01,NL,PSPP,113462
2025-07-01,NL,PSPP,107183
2025-08-01,NL,PSPP,107183
2025-09-01,NL,PSPP,106953
2025-10-01,NL,PSPP,106953
2025-11-01,NL,PSPP,106780
2025-12-01,NL,PSPP,106780
2026-01-01,NL,PSPP,103006
2026-02-01,NL,PSPP,103006
2026-03-01,NL,PSPP,103006
2026-04-01,NL,PSPP,102273
2026-05-01,NL,PSPP,102273
2026-06-01,NL,PSPP,102273
2026-07-01,NL,PSPP,96594
2026-08-01,NL,PSPP,96594
2015-03-01,PT,PSPP,1074
2015-04-01,PT,PSPP,2158
2015-05-01,PT,PSPP,3332
2015-06-01,PT,PSPP,4496
2015-07-01,PT,PSPP,5656
2015-08-01,PT,PSPP,6622
2015-09-01,PT,PSPP,7770
2015-10-01,PT,PSPP,8954
2015-11-01,PT,PSPP,10202
2015-12-01,PT,PSPP,11220
2016-01-01,PT,PSPP,12417
2016-02-01,PT,PSPP,13631
2016-03-01,PT,PSPP,14844
2016-04-01,PT,PSPP,16249
2016-05-01,PT,PSPP,17700
2016-06-01,PT,PSPP,19138
2016-07-01,PT,PSPP,20096
2016-08-01,PT,PSPP,20818
2016-09-01,PT,PSPP,21840
2016-10-01,PT,PSPP,22861
2016-11-01,PT,PSPP,23884
2016-12-01,PT,PSPP,24610
2017-01-01,PT,PSPP,25298
2017-02-01,PT,PSPP,25954
2017-03-01,PT,PSPP,26617
2017-04-01,PT,PSPP,27143
2017-05-01,PT,PSPP,27647
2017-06-01,PT,PSPP,28156
2017-07-01,PT,PSPP,28673
2017-08-01,PT,PSPP,29087
2017-09-01,PT,PSPP,29581
2017-10-01,PT,PSPP,30070
2017-11-01,PT,PSPP,30558
2017-12-01,PT,PSPP,31074
2018-01-01,PT,PSPP,31535
2018-02-01,PT,PSPP,32024
2018-03-01,PT,PSPP,32486
2018-04-01,PT,PSPP,33109
2018-05-01,PT,PSPP,33677
2018-06-01,PT,PSPP,34297
2018-07-01,PT,PSPP,34935
2018-08-01,PT,PSPP,35497
2018-09-01,PT,PSPP,36043
2018-10-01,PT,PSPP,36308
2018-11-01,PT,PSPP,36514
2018-12-01,PT,PSPP,36846
2019-01-01,PT,PSPP,37289
2019-02-01,PT,PSPP,37668
2019-03-01,PT,PSPP,38052
2019-04-01,PT,PSPP,38544
2019-05-01,PT,PSPP,38984
2019-06-01,PT,PSPP,38193
2019-07-01,PT,PSPP,38711
2019-08-01,PT,PSPP,39106
2019-09-01,PT,PSPP,39512
2019-10-01,PT,PSPP,40143
2019-11-01,PT,PSPP,40673
2019-12-01,PT,PSPP,41189
2020-01-01,PT,PSPP,41488
2020-02-01,PT,PSPP,41774
2020-03-01,PT,PSPP,42190
2020-04-01,PT,PSPP,42652
2020-05-01,PT,PSPP,43048
2020-06-01,PT,PSPP,43460
2020-07-01,PT,PSPP,43850
2020-08-01,PT,PSPP,44180
2020-09-01,PT,PSPP,44500
2020-10-01,PT,PSPP,44949
2020-11-01,PT,PSPP,45388
2020-12-01,PT,PSPP,45890
2021-01-01,PT,PSPP,46414
2021-02-01,PT,PSPP,46883
2021-03-01,PT,PSPP,47377
2021-04-01,PT,PSPP,46003
2021-05-01,PT,PSPP,46496
2021-06-01,PT,PSPP,47124
2021-07-01,PT,PSPP,47745
2021-08-01,PT,PSPP,48221
2021-09-01,PT,PSPP,49071
2021-10-01,PT,PSPP,49789
2021-11-01,PT,PSPP,50456
2021-12-01,PT,PSPP,51034
2022-01-01,PT,PSPP,51756
2022-02-01,PT,PSPP,52085
2022-03-01,PT,PSPP,52592
2022-04-01,PT,PSPP,53799
2022-05-01,PT,PSPP,54507
2022-06-01,PT,PSPP,54981
2022-07-01,PT,PSPP,55363
2022-08-01,PT,PSPP,55467
2022-09-01,PT,PSPP,55923
2022-10-01,PT,PSPP,53609
2022-11-01,PT,PSPP,53853
2022-12-01,PT,PSPP,53694
2023-01-01,PT,PSPP,54235
2023-02-01,PT,PSPP,54727
2023-03-01,PT,PSPP,54817
2023-04-01,PT,PSPP,55082
2023-05-01,PT,PSPP,55257
2023-06-01,PT,PSPP,55323
2023-07-01,PT,PSPP,55144
2023-08-01,PT,PSPP,55144
2023-09-01,PT,PSPP,55144
2023-10-01,PT,PSPP,52508
2023-11-01,PT,PSPP,52450
2023-12-01,PT,PSPP,52210
2024-01-01,PT,PSPP,52195
2024-02-01,PT,PSPP,50051
2024-03-01,PT,PSPP,50009
2024-04-01,PT,PSPP,50009
2024-05-01,PT,PSPP,50009
2024-06-01,PT,PSPP,50009
2024-07-01,PT,PSPP,50009
2024-08-01,PT,PSPP,50009
2024-09-01,PT,PSPP,50009
2024-10-01,PT,PSPP,49599
2024-11-01,PT,PSPP,49548
2024-12-01,PT,PSPP,49548
2025-01-01,PT,PSPP,49548
2025-02-01,PT,PSPP,49548
2025-03-01,PT,PSPP,49548
2025-04-01,PT,PSPP,49548
2025-05-01,PT,PSPP,49548
2025-06-01,PT,PSPP,49548
2025-07-01,PT,PSPP,49520
2025-08-01,PT,PSPP,49520
2025-09-01,PT,PSPP,49520
2025-10-01,PT,PSPP,45504
2025-11-01,PT,PSPP,45504
2025-12-01,PT,PSPP,45504
2026-01-01,PT,PSPP,45461
2026-02-01,PT,PSPP,45313
2026-03-01,PT,PSPP,45310
2026-04-01,PT,PSPP,45310
2026-05-01,PT,PSPP,45310
2026-06-01,PT,PSPP,45310
2026-07-01,PT,PSPP,41816
2026-08-01,PT,PSPP,41816
2015-03-01,SI,PSPP,209
2015-04-01,SI,PSPP,428
2015-05-01,SI,PSPP,659
2015-06-01,SI,PSPP,887
2015-07-01,SI,PSPP,1119
2015-08-01,SI,PSPP,1311
2015-09-01,SI,PSPP,1538
2015-10-01,SI,PSPP,1783
2015-11-01,SI,PSPP,2031
2015-12-01,SI,PSPP,2228
2016-01-01,SI,PSPP,2480
2016-02-01,SI,PSPP,2760
2016-03-01,SI,PSPP,2997
2016-04-01,SI,PSPP,3233
2016-05-01,SI,PSPP,3475
2016-06-01,SI,PSPP,3729
2016-07-01,SI,PSPP,3952
2016-08-01,SI,PSPP,4105
2016-09-01,SI,PSPP,4324
2016-10-01,SI,PSPP,4549
2016-11-01,SI,PSPP,4765
2016-12-01,SI,PSPP,4933
2017-01-01,SI,PSPP,5093
2017-02-01,SI,PSPP,5245
2017-03-01,SI,PSPP,5395
2017-04-01,SI,PSPP,5508
2017-05-01,SI,PSPP,5627
2017-06-01,SI,PSPP,5786
2017-07-01,SI,PSPP,5952
2017-08-01,SI,PSPP,6093
2017-09-01,SI,PSPP,6252
2017-10-01,SI,PSPP,6416
2017-11-01,SI,PSPP,6670
2017-12-01,SI,PSPP,6907
2018-01-01,SI,PSPP,7015
2018-02-01,SI,PSPP,7130
2018-03-01,SI,PSPP,7239
2018-04-01,SI,PSPP,7366
2018-05-01,SI,PSPP,7479
2018-06-01,SI,PSPP,7594
2018-07-01,SI,PSPP,7710
2018-08-01,SI,PSPP,7746
2018-09-01,SI,PSPP,7824
2018-10-01,SI,PSPP,7865
2018-11-01,SI,PSPP,7897
2018-12-01,SI,PSPP,7946
2019-01-01,SI,PSPP,8011
2019-02-01,SI,PSPP,7772
2019-03-01,SI,PSPP,7824
2019-04-01,SI,PSPP,7874
2019-05-01,SI,PSPP,7912
2019-06-01,SI,PSPP,7941
2019-07-01,SI,PSPP,7991
2019-08-01,SI,PSPP,8014
2019-09-01,SI,PSPP,8047
2019-10-01,SI,PSPP,8122
2019-11-01,SI,PSPP,8167
2019-12-01,SI,PSPP,8209
2020-01-01,SI,PSPP,7915
2020-02-01,SI,PSPP,7946
2020-03-01,SI,PSPP,8008
2020-04-01,SI,PSPP,8101
2020-05-01,SI,PSPP,8159
2020-06-01,SI,PSPP,8218
2020-07-01,SI,PSPP,8380
2020-08-01,SI,PSPP,8483
2020-09-01,SI,PSPP,8629
2020-10-01,SI,PSPP,8784
2020-11-01,SI,PSPP,8935
2020-12-01,SI,PSPP,9083
2021-01-01,SI,PSPP,8895
2021-02-01,SI,PSPP,9040
2021-03-01,SI,PSPP,9203
2021-04-01,SI,PSPP,9111
2021-05-01,SI,PSPP,9254
2021-06-01,SI,PSPP,9437
2021-07-01,SI,PSPP,9631
2021-08-01,SI,PSPP,9736
2021-09-01,SI,PSPP,9932
2021-10-01,SI,PSPP,10090
2021-11-01,SI,PSPP,10232
2021-12-01,SI,PSPP,10348
2022-01-01,SI,PSPP,10473
2022-02-01,SI,PSPP,10543
2022-03-01,SI,PSPP,10366
2022-04-01,SI,PSPP,10570
2022-05-01,SI,PSPP,10693
2022-06-01,SI,PSPP,10774
2022-07-01,SI,PSPP,10871
2022-08-01,SI,PSPP,10943
2022-09-01,SI,PSPP,11050
2022-10-01,SI,PSPP,11123
2022-11-01,SI,PSPP,11175
2022-12-01,SI,PSPP,11224
2023-01-01,SI,PSPP,11285
2023-02-01,SI,PSPP,11339
2023-03-01,SI,PSPP,11019
2023-04-01,SI,PSPP,11035
2023-05-01,SI,PSPP,11059
2023-06-01,SI,PSPP,11068
2023-07-01,SI,PSPP,11068
2023-08-01,SI,PSPP,11068
2023-09-01,SI,PSPP,11068
2023-10-01,SI,PSPP,11060
2023-11-01,SI,PSPP,11060
2023-12-01,SI,PSPP,11047
2024-01-01,SI,PSPP,11047
2024-02-01,SI,PSPP,11047
2024-03-01,SI,PSPP,11047
2024-04-01,SI,PSPP,11040
2024-05-01,SI,PSPP,11040
2024-06-01,SI,PSPP,11036
2024-07-01,SI,PSPP,11036
2024-08-01,SI,PSPP,11036
2024-09-01,SI,PSPP,10688
2024-10-01,SI,PSPP,10684
2024-11-01,SI,PSPP,10684
2024-12-01,SI,PSPP,10684
2025-01-01,SI,PSPP,10684
2025-02-01,SI,PSPP,10684
2025-03-01,SI,PSPP,10684
2025-04-01,SI,PSPP,10677
2025-05-01,SI,PSPP,10677
2025-06-01,SI,PSPP,10677
2025-07-01,SI,PSPP,9939
2025-08-01,SI,PSPP,9939
2025-09-01,SI,PSPP,9939
2025-10-01,SI,PSPP,9939
2025-11-01,SI,PSPP,9939
2025-12-01,SI,PSPP,9939
2026-01-01,SI,PSPP,9939
