month,ncb,programme,wam_years
2021-12-01,CY,PSPP,8.77
2021-12-01,DE,PSPP,6.68
2021-12-01,EE,PSPP,8.44
2021-12-01,ES,PSPP,7.83
2021-12-01,FI,PSPP,7.35
2021-12-01,FR,PSPP,6.99
2021-12-01,IE,PSPP,8.12
2021-12-01,IT,PSPP,7.19
2021-12-01,LT,PSPP,10.72
2021-12-01,LU,PSPP,5.47
2021-12-01,LV,PSPP,10.11
2021-12-01,MT,PSPP,11.19
2021-12-01,NL,PSPP,7.52
2021-12-01,PT,PSPP,7.49
2021-12-01,SI,PSPP,9.71
2021-12-01,SK,PSPP,8.28
2022-01-01,AT,PSPP,7.2
2022-01-01,BE,PSPP,7.46
2022-01-01,CY,PSPP,8.7
2022-01-01,DE,PSPP,6.73
2022-01-01,EE,PSPP,8.36
2022-01-01,ES,PSPP,7.9
2022-01-01,FI,PSPP,7.42
2022-01-01,FR,PSPP,6.9
2022-01-01,IE,PSPP,8.09
2022-01-01,IT,PSPP,7.14
2022-01-01,LT,PSPP,10.82
2022-01-01,LU,PSPP,5.39
2022-01-01,LV,PSPP,10.13
2022-01-01,MT,PSPP,11.11
2022-01-01,NL,PSPP,7.84
2022-01-01,PT,PSPP,7.47
2022-01-01,SI,PSPP,9.62
2022-01-01,SK,PSPP,8.23
2022-02-01,AT,PSPP,7.14
2022-02-01,BE,PSPP,7.38
2022-02-01,CY,PSPP,8.6
2022-02-01,DE,PSPP,6.67
2022-02-01,EE,PSPP,8.28
2022-02-01,ES,PSPP,7.84
2022-02-01,FI,PSPP,7.4
2022-02-01,FR,PSPP,6.86
2022-02-01,IE,PSPP,8.04
2022-02-01,IT,PSPP,7.08
2022-02-01,LT,PSPP,10.7
2022-02-01,LU,PSPP,5.36
2022-02-01,LV,PSPP,9.99
2022-02-01,MT,PSPP,10.96
2022-02-01,NL,PSPP,7.79
2022-02-01,PT,PSPP,7.43
2022-02-01,SI,PSPP,9.52
2022-02-01,SK,PSPP,8.19
2022-03-01,AT,PSPP,7.11
2022-03-01,BE,PSPP,7.56
2022-03-01,CY,PSPP,8.52
2022-03-01,DE,PSPP,6.63
2022-03-01,EE,PSPP,8.19
2022-03-01,ES,PSPP,7.82
2022-03-01,FI,PSPP,7.47
2022-03-01,FR,PSPP,6.79
2022-03-01,IE,PSPP,8.48
2022-03-01,IT,PSPP,7.03
2022-03-01,LT,PSPP,10.72
2022-03-01,LU,PSPP,5.81
2022-03-01,LV,PSPP,9.74
2022-03-01,MT,PSPP,11.22
2022-03-01,NL,PSPP,7.74
2022-03-01,PT,PSPP,7.44
2022-03-01,SI,PSPP,9.69
2022-03-01,SK,PSPP,8.13
2022-04-01,AT,PSPP,7.3
2022-04-01,BE,PSPP,7.52
2022-04-01,CY,PSPP,8.45
2022-04-01,DE,PSPP,6.65
2022-04-01,EE,PSPP,8.11
2022-04-01,ES,PSPP,8.0
2022-04-01,FI,PSPP,7.92
2022-04-01,FR,PSPP,6.9
2022-04-01,IE,PSPP,8.43
2022-04-01,IT,PSPP,7.18
2022-04-01,LT,PSPP,10.57
2022-04-01,LU,PSPP,5.75
2022-04-01,LV,PSPP,9.47
2022-04-01,MT,PSPP,11.13
2022-04-01,NL,PSPP,7.71
2022-04-01,PT,PSPP,7.47
2022-04-01,SI,PSPP,9.71
2022-04-01,SK,PSPP,8.08
2022-05-01,AT,PSPP,7.31
2022-05-01,BE,PSPP,7.47
2022-05-01,CY,PSPP,9.04
2022-05-01,DE,PSPP,6.61
2022-05-01,EE,PSPP,8.03
2022-05-01,ES,PSPP,7.99
2022-05-01,FI,PSPP,7.97
2022-05-01,FR,PSPP,6.95
2022-05-01,IE,PSPP,8.4
2022-05-01,IT,PSPP,7.13
2022-05-01,LT,PSPP,10.6
2022-05-01,LU,PSPP,5.71
2022-05-01,LV,PSPP,9.42
2022-05-01,MT,PSPP,11.39
2022-05-01,NL,PSPP,7.67
2022-05-01,PT,PSPP,7.44
2022-05-01,SI,PSPP,9.7
2022-05-01,SK,PSPP,8.08
2022-06-01,AT,PSPP,7.33
2022-06-01,BE,PSPP,7.39
2022-06-01,CY,PSPP,8.94
2022-06-01,DE,PSPP,6.64
2022-06-01,EE,PSPP,7.95
2022-06-01,ES,PSPP,7.92
2022-06-01,FI,PSPP,7.98
2022-06-01,FR,PSPP,6.87
2022-06-01,IE,PSPP,8.32
2022-06-01,IT,PSPP,7.15
2022-06-01,LT,PSPP,10.49
2022-06-01,LU,PSPP,5.69
2022-06-01,LV,PSPP,9.31
2022-06-01,MT,PSPP,11.31
2022-06-01,NL,PSPP,7.59
2022-06-01,PT,PSPP,7.37
2022-06-01,SI,PSPP,9.65
2022-06-01,SK,PSPP,8.06
2022-07-01,AT,PSPP,7.24
2022-07-01,BE,PSPP,7.29
2022-07-01,CY,PSPP,8.87
2022-07-01,DE,PSPP,6.7
2022-07-01,EE,PSPP,7.86
2022-07-01,ES,PSPP,7.84
2022-07-01,FI,PSPP,8.02
2022-07-01,FR,PSPP,6.84
2022-07-01,IE,PSPP,8.26
2022-07-01,IT,PSPP,7.1
2022-07-01,LT,PSPP,10.37
2022-07-01,LU,PSPP,5.7
2022-07-01,LV,PSPP,9.22
2022-07-01,MT,PSPP,11.29
2022-07-01,NL,PSPP,7.84
2022-07-01,PT,PSPP,7.32
2022-07-01,SI,PSPP,9.54
2022-07-01,SK,PSPP,7.99
2022-08-01,AT,PSPP,7.15
2022-08-01,BE,PSPP,7.21
2022-08-01,CY,PSPP,8.76
2022-08-01,DE,PSPP,6.64
2022-08-01,EE,PSPP,7.78
2022-08-01,ES,PSPP,7.76
2022-08-01,FI,PSPP,7.95
2022-08-01,FR,PSPP,6.77
2022-08-01,IE,PSPP,8.17
2022-08-01,IT,PSPP,7.07
2022-08-01,LT,PSPP,10.26
2022-08-01,LU,PSPP,5.7
2022-08-01,LV,PSPP,9.07
2022-08-01,MT,PSPP,11.3
2022-08-01,NL,PSPP,7.82
2022-08-01,PT,PSPP,7.27
2022-08-01,SI,PSPP,9.49
2022-08-01,SK,PSPP,7.94
2022-09-01,AT,PSPP,7.3
2022-09-01,BE,PSPP,7.46
2022-09-01,CY,PSPP,8.62
2022-09-01,DE,PSPP,6.72
2022-09-01,EE,PSPP,7.69
2022-09-01,ES,PSPP,7.7
2022-09-01,FI,PSPP,8.21
2022-09-01,FR,PSPP,6.71
2022-09-01,IE,PSPP,8.15
2022-09-01,IT,PSPP,7.19
2022-09-01,LT,PSPP,10.35
2022-09-01,LU,PSPP,5.78
2022-09-01,LV,PSPP,8.92
2022-09-01,MT,PSPP,11.21
2022-09-01,NL,PSPP,7.78
2022-09-01,PT,PSPP,7.2
2022-09-01,SI,PSPP,9.4
2022-09-01,SK,PSPP,7.92
2022-10-01,AT,PSPP,7.25
2022-10-01,BE,PSPP,7.38
2022-10-01,CY,PSPP,8.47
2022-10-01,DE,PSPP,6.74
2022-10-01,EE,PSPP,7.82
2022-10-01,ES,PSPP,7.79
2022-10-01,FI,PSPP,8.15
2022-10-01,FR,PSPP,6.8
2022-10-01,IE,PSPP,8.43
2022-10-01,IT,PSPP,7.14
2022-10-01,LT,PSPP,10.22
2022-10-01,LU,PSPP,5.73
2022-10-01,LV,PSPP,8.81
2022-10-01,MT,PSPP,11.13
2022-10-01,NL,PSPP,7.75
2022-10-01,PT,PSPP,7.53
2022-10-01,SI,PSPP,9.37
2022-10-01,SK,PSPP,7.87
2022-11-01,AT,PSPP,7.56
2022-11-01,BE,PSPP,7.3
2022-11-01,CY,PSPP,8.35
2022-11-01,DE,PSPP,6.69
2022-11-01,EE,PSPP,7.91
2022-11-01,ES,PSPP,7.72
2022-11-01,FI,PSPP,8.09
2022-11-01,FR,PSPP,6.76
2022-11-01,IE,PSPP,8.36
2022-11-01,IT,PSPP,7.16
2022-11-01,LT,PSPP,10.11
2022-11-01,LU,PSPP,5.66
2022-11-01,LV,PSPP,8.7
2022-11-01,MT,PSPP,11.07
2022-11-01,NL,PSPP,7.67
2022-11-01,PT,PSPP,7.46
2022-11-01,SI,PSPP,9.31
2022-11-01,SK,PSPP,7.78
2022-12-01,AT,PSPP,7.47
2022-12-01,BE,PSPP,7.22
2022-12-01,CY,PSPP,8.25
2022-12-01,DE,PSPP,6.68
2022-12-01,EE,PSPP,7.93
2022-12-01,ES,PSPP,7.65
2022-12-01,FI,PSPP,8.02
2022-12-01,FR,PSPP,6.68
2022-12-01,IE,PSPP,8.28
2022-12-01,IT,PSPP,7.16
2022-12-01,LT,PSPP,9.99
2022-12-01,LU,PSPP,5.58
2022-12-01,LV,PSPP,8.58
2022-12-01,MT,PSPP,10.96
2022-12-01,NL,PSPP,7.59
2022-12-01,PT,PSPP,7.49
2022-12-01,SI,PSPP,9.25
2022-12-01,SK,PSPP,7.72
2023-01-01,AT,PSPP,7.38
2023-01-01,BE,PSPP,7.13
2023-01-01,CY,PSPP,8.23
2023-01-01,DE,PSPP,6.64
2023-01-01,EE,PSPP,7.89
2023-01-01,ES,PSPP,7.73
2023-01-01,FI,PSPP,7.97
2023-01-01,FR,PSPP,6.61
2023-01-01,IE,PSPP,8.24
2023-01-01,IT,PSPP,7.17
2023-01-01,LT,PSPP,9.79
2023-01-01,LU,PSPP,5.6
2023-01-01,LV,PSPP,8.44
2023-01-01,MT,PSPP,10.89
2023-01-01,NL,PSPP,7.79
2023-01-01,PT,PSPP,7.52
2023-01-01,SI,PSPP,9.2
2023-01-01,SK,PSPP,7.69
2023-02-01,AT,PSPP,7.3
2023-02-01,BE,PSPP,7.06
2023-02-01,CY,PSPP,8.2
2023-02-01,DE,PSPP,6.67
2023-02-01,EE,PSPP,7.79
2023-02-01,ES,PSPP,7.66
2023-02-01,FI,PSPP,7.91
2023-02-01,FR,PSPP,6.59
2023-02-01,IE,PSPP,8.2
2023-02-01,IT,PSPP,7.11
2023-02-01,LT,PSPP,9.69
2023-02-01,LU,PSPP,5.59
2023-02-01,LV,PSPP,8.33
2023-02-01,MT,PSPP,10.81
2023-02-01,NL,PSPP,7.75
2023-02-01,PT,PSPP,7.51
2023-02-01,SI,PSPP,9.18
2023-02-01,SK,PSPP,8.13
2023-03-01,AT,PSPP,7.21
2023-03-01,BE,PSPP,6.98
2023-03-01,CY,PSPP,8.13
2023-03-01,DE,PSPP,6.7
2023-03-01,EE,PSPP,7.7
2023-03-01,ES,PSPP,7.59
2023-03-01,FI,PSPP,7.82
2023-03-01,FR,PSPP,6.63
2023-03-01,IE,PSPP,8.66
2023-03-01,IT,PSPP,7.15
2023-03-01,LT,PSPP,9.59
2023-03-01,LU,PSPP,5.61
2023-03-01,LV,PSPP,8.22
2023-03-01,MT,PSPP,10.73
2023-03-01,NL,PSPP,7.63
2023-03-01,PT,PSPP,7.5
2023-03-01,SI,PSPP,9.41
2023-03-01,SK,PSPP,8.06
2023-04-01,AT,PSPP,7.23
2023-04-01,BE,PSPP,6.9
2023-04-01,CY,PSPP,8.05
2023-04-01,DE,PSPP,6.76
2023-04-01,EE,PSPP,7.62
2023-04-01,ES,PSPP,7.59
2023-04-01,FI,PSPP,8.02
2023-04-01,FR,PSPP,6.57
2023-04-01,IE,PSPP,8.59
2023-04-01,IT,PSPP,7.09
2023-04-01,LT,PSPP,9.54
2023-04-01,LU,PSPP,5.6
2023-04-01,LV,PSPP,8.53
2023-04-01,MT,PSPP,10.66
2023-04-01,NL,PSPP,7.57
2023-04-01,PT,PSPP,7.45
2023-04-01,SI,PSPP,9.33
2023-04-01,SK,PSPP,7.99
2023-05-01,AT,PSPP,7.14
2023-05-01,BE,PSPP,6.82
2023-05-01,CY,PSPP,7.98
2023-05-01,DE,PSPP,6.76
2023-05-01,EE,PSPP,7.54
2023-05-01,ES,PSPP,7.52
2023-05-01,FI,PSPP,7.94
2023-05-01,FR,PSPP,6.68
2023-05-01,IE,PSPP,8.5
2023-05-01,IT,PSPP,7.06
2023-05-01,LT,PSPP,9.44
2023-05-01,LU,PSPP,5.62
2023-05-01,LV,PSPP,8.59
2023-05-01,MT,PSPP,10.59
2023-05-01,NL,PSPP,7.46
2023-05-01,PT,PSPP,7.45
2023-05-01,SI,PSPP,9.24
2023-05-01,SK,PSPP,7.92
2023-06-01,AT,PSPP,7.06
2023-06-01,BE,PSPP,7.0
2023-06-01,CY,PSPP,7.9
2023-06-01,DE,PSPP,6.79
2023-06-01,EE,PSPP,7.46
2023-06-01,ES,PSPP,7.45
2023-06-01,FI,PSPP,7.89
2023-06-01,FR,PSPP,6.59
2023-06-01,IE,PSPP,8.42
2023-06-01,IT,PSPP,7.04
2023-06-01,LT,PSPP,9.44
2023-06-01,LU,PSPP,5.56
2023-06-01,LV,PSPP,8.5
2023-06-01,MT,PSPP,10.51
2023-06-01,NL,PSPP,7.38
2023-06-01,PT,PSPP,7.46
2023-06-01,SI,PSPP,9.16
2023-06-01,SK,PSPP,7.85
2023-07-01,AT,PSPP,7.29
2023-07-01,BE,PSPP,6.91
2023-07-01,CY,PSPP,8.37
2023-07-01,DE,PSPP,6.71
2023-07-01,EE,PSPP,7.37
2023-07-01,ES,PSPP,7.5
2023-07-01,FI,PSPP,7.8
2023-07-01,FR,PSPP,6.56
2023-07-01,IE,PSPP,8.33
2023-07-01,IT,PSPP,7.03
2023-07-01,LT,PSPP,9.36
2023-07-01,LU,PSPP,6.42
2023-07-01,LV,PSPP,8.42
2023-07-01,MT,PSPP,10.51
2023-07-01,NL,PSPP,7.71
2023-07-01,PT,PSPP,7.38
2023-07-01,SI,PSPP,9.08
2023-07-01,SK,PSPP,7.77
2023-08-01,AT,PSPP,7.21
2023-08-01,BE,PSPP,6.83
2023-08-01,CY,PSPP,8.28
2023-08-01,DE,PSPP,6.72
2023-08-01,EE,PSPP,7.29
2023-08-01,ES,PSPP,7.42
2023-08-01,FI,PSPP,7.72
2023-08-01,FR,PSPP,6.47
2023-08-01,IE,PSPP,8.25
2023-08-01,IT,PSPP,7.09
2023-08-01,LT,PSPP,9.43
2023-08-01,LU,PSPP,6.34
2023-08-01,LV,PSPP,8.33
2023-08-01,MT,PSPP,10.42
2023-08-01,NL,PSPP,7.63
2023-08-01,PT,PSPP,7.3
2023-08-01,SI,PSPP,8.99
2023-08-01,SK,PSPP,7.68
2023-09-01,AT,PSPP,7.13
2023-09-01,BE,PSPP,6.74
2023-09-01,CY,PSPP,8.2
2023-09-01,DE,PSPP,6.73
2023-09-01,EE,PSPP,7.2
2023-09-01,ES,PSPP,7.34
2023-09-01,FI,PSPP,8.0
2023-09-01,FR,PSPP,6.39
2023-09-01,IE,PSPP,8.16
2023-09-01,IT,PSPP,7.06
2023-09-01,LT,PSPP,9.35
2023-09-01,LU,PSPP,6.26
2023-09-01,LV,PSPP,8.25
2023-09-01,MT,PSPP,10.34
2023-09-01,NL,PSPP,7.56
2023-09-01,PT,PSPP,7.22
2023-09-01,SI,PSPP,8.91
2023-09-01,SK,PSPP,7.6
2023-10-01,AT,PSPP,7.47
2023-10-01,BE,PSPP,6.87
2023-10-01,CY,PSPP,8.12
2023-10-01,DE,PSPP,6.71
2023-10-01,EE,PSPP,7.12
2023-10-01,ES,PSPP,7.43
2023-10-01,FI,PSPP,7.91
2023-10-01,FR,PSPP,6.47
2023-10-01,IE,PSPP,8.08
2023-10-01,IT,PSPP,7.11
2023-10-01,LT,PSPP,9.27
2023-10-01,LU,PSPP,6.17
2023-10-01,LV,PSPP,8.17
2023-10-01,MT,PSPP,10.25
2023-10-01,NL,PSPP,7.48
2023-10-01,PT,PSPP,7.52
2023-10-01,SI,PSPP,8.83
2023-10-01,SK,PSPP,7.51
2023-11-01,AT,PSPP,7.39
2023-11-01,BE,PSPP,6.78
2023-11-01,CY,PSPP,8.04
2023-11-01,DE,PSPP,6.67
2023-11-01,EE,PSPP,7.04
2023-11-01,ES,PSPP,7.38
2023-11-01,FI,PSPP,7.83
2023-11-01,FR,PSPP,6.41
2023-11-01,IE,PSPP,8.0
2023-11-01,IT,PSPP,7.08
2023-11-01,LT,PSPP,9.19
2023-11-01,LU,PSPP,6.09
2023-11-01,LV,PSPP,8.15
2023-11-01,MT,PSPP,10.25
2023-11-01,NL,PSPP,7.4
2023-11-01,PT,PSPP,7.45
2023-11-01,SI,PSPP,8.75
2023-11-01,SK,PSPP,7.66
2023-12-01,AT,PSPP,7.3
2023-12-01,BE,PSPP,6.7
2023-12-01,CY,PSPP,7.95
2023-12-01,DE,PSPP,6.62
2023-12-01,EE,PSPP,6.95
2023-12-01,ES,PSPP,7.3
2023-12-01,FI,PSPP,7.75
2023-12-01,FR,PSPP,6.33
2023-12-01,IE,PSPP,7.91
2023-12-01,IT,PSPP,7.0
2023-12-01,LT,PSPP,9.1
2023-12-01,LU,PSPP,6.01
2023-12-01,LV,PSPP,8.06
2023-12-01,MT,PSPP,10.17
2023-12-01,NL,PSPP,7.32
2023-12-01,PT,PSPP,7.38
2023-12-01,SI,PSPP,8.68
2023-12-01,SK,PSPP,7.58
2024-01-01,AT,PSPP,7.24
2024-01-01,BE,PSPP,6.61
2024-01-01,CY,PSPP,7.87
2024-01-01,DE,PSPP,6.61
2024-01-01,EE,PSPP,6.87
2024-01-01,ES,PSPP,7.34
2024-01-01,FI,PSPP,7.66
2024-01-01,FR,PSPP,6.26
2024-01-01,IE,PSPP,7.83
2024-01-01,IT,PSPP,6.99
2024-01-01,LT,PSPP,9.39
2024-01-01,LU,PSPP,5.92
2024-01-01,LV,PSPP,7.98
2024-01-01,MT,PSPP,10.08
2024-01-01,NL,PSPP,7.63
2024-01-01,PT,PSPP,7.3
2024-01-01,SI,PSPP,8.59
2024-01-01,SK,PSPP,7.49
2024-02-01,AT,PSPP,7.16
2024-02-01,BE,PSPP,6.53
2024-02-01,CY,PSPP,7.79
2024-02-01,DE,PSPP,6.63
2024-02-01,EE,PSPP,6.79
2024-02-01,ES,PSPP,7.26
2024-02-01,FI,PSPP,7.58
2024-02-01,FR,PSPP,6.24
2024-02-01,IE,PSPP,7.75
2024-02-01,IT,PSPP,6.99
2024-02-01,LT,PSPP,9.31
2024-02-01,LU,PSPP,5.84
2024-02-01,LV,PSPP,7.9
2024-02-01,MT,PSPP,10.0
2024-02-01,NL,PSPP,7.55
2024-02-01,PT,PSPP,7.55
2024-02-01,SI,PSPP,8.51
2024-02-01,SK,PSPP,7.41
2024-03-01,AT,PSPP,7.08
2024-03-01,BE,PSPP,6.45
2024-03-01,CY,PSPP,7.7
2024-03-01,DE,PSPP,6.6
2024-03-01,EE,PSPP,6.7
2024-03-01,ES,PSPP,7.18
2024-03-01,FI,PSPP,7.54
2024-03-01,FR,PSPP,6.27
2024-03-01,IE,PSPP,8.21
2024-03-01,IT,PSPP,7.02
2024-03-01,LT,PSPP,9.23
2024-03-01,LU,PSPP,5.76
2024-03-01,LV,PSPP,7.81
2024-03-01,MT,PSPP,9.92
2024-03-01,NL,PSPP,7.47
2024-03-01,PT,PSPP,7.47
2024-03-01,SI,PSPP,8.43
2024-03-01,SK,PSPP,7.33
2024-04-01,AT,PSPP,6.99
2024-04-01,BE,PSPP,6.37
2024-04-01,CY,PSPP,7.62
2024-04-01,DE,PSPP,6.65
2024-04-01,EE,PSPP,6.62
2024-04-01,ES,PSPP,7.25
2024-04-01,FI,PSPP,7.75
2024-04-01,FR,PSPP,6.2
2024-04-01,IE,PSPP,8.12
2024-04-01,IT,PSPP,7.0
2024-04-01,LT,PSPP,9.42
2024-04-01,LU,PSPP,5.67
2024-04-01,LV,PSPP,8.6
2024-04-01,MT,PSPP,9.84
2024-04-01,NL,PSPP,7.39
2024-04-01,PT,PSPP,7.39
2024-04-01,SI,PSPP,8.35
2024-04-01,SK,PSPP,7.25
2024-05-01,AT,PSPP,6.91
2024-05-01,BE,PSPP,6.28
2024-05-01,CY,PSPP,7.53
2024-05-01,DE,PSPP,6.69
2024-05-01,EE,PSPP,6.54
2024-05-01,ES,PSPP,7.25
2024-05-01,FI,PSPP,7.66
2024-05-01,FR,PSPP,6.28
2024-05-01,IE,PSPP,8.04
2024-05-01,IT,PSPP,7.03
2024-05-01,LT,PSPP,9.33
2024-05-01,LU,PSPP,5.59
2024-05-01,LV,PSPP,8.51
2024-05-01,MT,PSPP,9.75
2024-05-01,NL,PSPP,7.3
2024-05-01,PT,PSPP,7.31
2024-05-01,SI,PSPP,8.26
2024-05-01,SK,PSPP,7.16
2024-06-01,AT,PSPP,6.83
2024-06-01,BE,PSPP,6.57
2024-06-01,CY,PSPP,8.02
2024-06-01,DE,PSPP,6.69
2024-06-01,EE,PSPP,6.45
2024-06-01,ES,PSPP,7.17
2024-06-01,FI,PSPP,7.58
2024-06-01,FR,PSPP,6.21
2024-06-01,IE,PSPP,7.96
2024-06-01,IT,PSPP,6.96
2024-06-01,LT,PSPP,9.66
2024-06-01,LU,PSPP,5.51
2024-06-01,LV,PSPP,8.43
2024-06-01,MT,PSPP,9.67
2024-06-01,NL,PSPP,7.26
2024-06-01,PT,PSPP,7.22
2024-06-01,SI,PSPP,8.19
2024-06-01,SK,PSPP,7.37
2024-07-01,AT,PSPP,6.99
2024-07-01,BE,PSPP,6.48
2024-07-01,CY,PSPP,7.94
2024-07-01,DE,PSPP,6.64
2024-07-01,EE,PSPP,6.37
2024-07-01,ES,PSPP,7.22
2024-07-01,FI,PSPP,7.49
2024-07-01,FR,PSPP,6.2
2024-07-01,IE,PSPP,7.87
2024-07-01,IT,PSPP,6.95
2024-07-01,LT,PSPP,9.57
2024-07-01,LU,PSPP,5.42
2024-07-01,LV,PSPP,8.35
2024-07-01,MT,PSPP,9.71
2024-07-01,NL,PSPP,7.59
2024-07-01,PT,PSPP,7.14
2024-07-01,SI,PSPP,8.1
2024-07-01,SK,PSPP,7.28
2024-08-01,AT,PSPP,6.91
2024-08-01,BE,PSPP,6.4
2024-08-01,CY,PSPP,7.85
2024-08-01,DE,PSPP,6.67
2024-08-01,EE,PSPP,6.29
2024-08-01,ES,PSPP,7.14
2024-08-01,FI,PSPP,7.41
2024-08-01,FR,PSPP,6.11
2024-08-01,IE,PSPP,7.79
2024-08-01,IT,PSPP,6.92
2024-08-01,LT,PSPP,9.7
2024-08-01,LU,PSPP,5.34
2024-08-01,LV,PSPP,8.26
2024-08-01,MT,PSPP,9.63
2024-08-01,NL,PSPP,7.5
2024-08-01,PT,PSPP,7.06
2024-08-01,SI,PSPP,8.02
2024-08-01,SK,PSPP,7.2
2024-09-01,AT,PSPP,6.83
2024-09-01,BE,PSPP,6.32
2024-09-01,CY,PSPP,7.77
2024-09-01,DE,PSPP,6.62
2024-09-01,EE,PSPP,6.2
2024-09-01,ES,PSPP,7.06
2024-09-01,FI,PSPP,7.59
2024-09-01,FR,PSPP,6.03
2024-09-01,IE,PSPP,7.7
2024-09-01,IT,PSPP,7.01
2024-09-01,LT,PSPP,9.61
2024-09-01,LU,PSPP,5.26
2024-09-01,LV,PSPP,8.18
2024-09-01,MT,PSPP,9.54
2024-09-01,NL,PSPP,7.44
2024-09-01,PT,PSPP,6.97
2024-09-01,SI,PSPP,8.21
2024-09-01,SK,PSPP,7.12
2024-10-01,AT,PSPP,7.17
2024-10-01,BE,PSPP,6.49
2024-10-01,CY,PSPP,7.68
2024-10-01,DE,PSPP,6.68
2024-10-01,EE,PSPP,6.12
2024-10-01,ES,PSPP,7.13
2024-10-01,FI,PSPP,7.5
2024-10-01,FR,PSPP,5.95
2024-10-01,IE,PSPP,7.62
2024-10-01,IT,PSPP,7.01
2024-10-01,LT,PSPP,9.53
2024-10-01,LU,PSPP,5.17
2024-10-01,LV,PSPP,8.09
2024-10-01,MT,PSPP,9.62
2024-10-01,NL,PSPP,7.36
2024-10-01,PT,PSPP,6.94
2024-10-01,SI,PSPP,8.13
2024-10-01,SK,PSPP,7.03
2024-11-01,AT,PSPP,7.12
2024-11-01,BE,PSPP,6.41
2024-11-01,CY,PSPP,7.6
2024-11-01,DE,PSPP,6.62
2024-11-01,EE,PSPP,6.03
2024-11-01,ES,PSPP,7.15
2024-11-01,FI,PSPP,7.47
2024-11-01,FR,PSPP,6.08
2024-11-01,IE,PSPP,7.54
2024-11-01,IT,PSPP,7.03
2024-11-01,LT,PSPP,9.61
2024-11-01,LU,PSPP,5.09
2024-11-01,LV,PSPP,8.01
2024-11-01,MT,PSPP,9.59
2024-11-01,NL,PSPP,7.3
2024-11-01,PT,PSPP,6.86
2024-11-01,SI,PSPP,8.05
2024-11-01,SK,PSPP,7.43
2024-12-01,AT,PSPP,7.03
2024-12-01,BE,PSPP,6.33
2024-12-01,CY,PSPP,8.25
2024-12-01,DE,PSPP,6.57
2024-12-01,EE,PSPP,5.95
2024-12-01,ES,PSPP,7.07
2024-12-01,FI,PSPP,7.39
2024-12-01,FR,PSPP,5.99
2024-12-01,IE,PSPP,7.45
2024-12-01,IT,PSPP,7.11
2024-12-01,LT,PSPP,9.53
2024-12-01,LU,PSPP,5.0
2024-12-01,LV,PSPP,7.93
2024-12-01,MT,PSPP,9.5
2024-12-01,NL,PSPP,7.21
2024-12-01,PT,PSPP,6.78
2024-12-01,SI,PSPP,7.96
2024-12-01,SK,PSPP,7.34
2025-01-01,AT,PSPP,6.95
2025-01-01,BE,PSPP,6.24
2025-01-01,CY,PSPP,8.17
2025-01-01,DE,PSPP,6.54
2025-01-01,EE,PSPP,5.86
2025-01-01,ES,PSPP,7.18
2025-01-01,FI,PSPP,7.3
2025-01-01,FR,PSPP,5.91
2025-01-01,IE,PSPP,7.37
2025-01-01,IT,PSPP,7.07
2025-01-01,LT,PSPP,9.44
2025-01-01,LU,PSPP,4.92
2025-01-01,LV,PSPP,7.9
2025-01-01,MT,PSPP,9.42
2025-01-01,NL,PSPP,7.13
2025-01-01,PT,PSPP,6.69
2025-01-01,SI,PSPP,7.88
2025-01-01,SK,PSPP,7.26
2025-02-01,AT,PSPP,6.87
2025-02-01,BE,PSPP,6.17
2025-02-01,CY,PSPP,8.09
2025-02-01,DE,PSPP,6.64
2025-02-01,EE,PSPP,5.79
2025-02-01,ES,PSPP,7.11
2025-02-01,FI,PSPP,7.23
2025-02-01,FR,PSPP,5.9
2025-02-01,IE,PSPP,7.29
2025-02-01,IT,PSPP,7.11
2025-02-01,LT,PSPP,9.36
2025-02-01,LU,PSPP,4.84
2025-02-01,LV,PSPP,7.83
2025-02-01,MT,PSPP,9.34
2025-02-01,NL,PSPP,7.05
2025-02-01,PT,PSPP,6.61
2025-02-01,SI,PSPP,7.8
2025-02-01,SK,PSPP,7.18
2025-03-01,AT,PSPP,6.79
2025-03-01,BE,PSPP,6.08
2025-03-01,CY,PSPP,8.0
2025-03-01,DE,PSPP,6.63
2025-03-01,EE,PSPP,5.7
2025-03-01,ES,PSPP,7.02
2025-03-01,FI,PSPP,7.14
2025-03-01,FR,PSPP,6.07
2025-03-01,IE,PSPP,7.83
2025-03-01,IT,PSPP,7.18
2025-03-01,LT,PSPP,9.28
2025-03-01,LU,PSPP,4.76
2025-03-01,LV,PSPP,7.74
2025-03-01,MT,PSPP,9.26
2025-03-01,NL,PSPP,6.97
2025-03-01,PT,PSPP,6.53
2025-03-01,SI,PSPP,7.71
2025-03-01,SK,PSPP,7.1
2025-04-01,AT,PSPP,6.95
2025-04-01,BE,PSPP,6.0
2025-04-01,CY,PSPP,7.92
2025-04-01,DE,PSPP,6.69
2025-04-01,EE,PSPP,5.62
2025-04-01,ES,PSPP,7.18
2025-04-01,FI,PSPP,7.08
2025-04-01,FR,PSPP,5.99
2025-04-01,IE,PSPP,7.75
2025-04-01,IT,PSPP,7.15
2025-04-01,LT,PSPP,9.2
2025-04-01,LU,PSPP,4.92
2025-04-01,LV,PSPP,7.66
2025-04-01,MT,PSPP,9.17
2025-04-01,NL,PSPP,6.94
2025-04-01,PT,PSPP,6.45
2025-04-01,SI,PSPP,7.64
2025-04-01,SK,PSPP,7.01
