month,ncb,programme,wam_years
2022-02-01,LT,PEPP,10.34
2022-02-01,LU,PEPP,6.24
2022-02-01,LV,PEPP,9.04
2022-02-01,MT,PEPP,10.73
2022-02-01,NL,PEPP,7.9
2022-02-01,PT,PEPP,6.82
2022-02-01,SI,PEPP,8.98
2022-02-01,SK,PEPP,9.06
2022-03-01,AT,PEPP,7.89
2022-03-01,BE,PEPP,6.55
2022-03-01,CY,PEPP,8.55
2022-03-01,DE,PEPP,6.33
2022-03-01,EE,PEPP,8.19
2022-03-01,ES,PEPP,7.69
2022-03-01,FI,PEPP,6.83
2022-03-01,FR,PEPP,8.0
2022-03-01,GR,PEPP,8.73
2022-03-01,IE,PEPP,9.19
2022-03-01,IT,PEPP,7.08
2022-03-01,LT,PEPP,10.27
2022-03-01,LU,PEPP,6.47
2022-03-01,LV,PEPP,8.74
2022-03-01,MT,PEPP,11.05
2022-03-01,NL,PEPP,7.83
2022-03-01,PT,PEPP,6.84
2022-03-01,SI,PEPP,9.28
2022-03-01,SK,PEPP,8.91
2022-04-01,AT,PEPP,7.85
2022-04-01,BE,PEPP,6.49
2022-04-01,CY,PEPP,8.47
2022-04-01,DE,PEPP,6.41
2022-04-01,EE,PEPP,8.11
2022-04-01,ES,PEPP,7.64
2022-04-01,FI,PEPP,6.85
2022-04-01,FR,PEPP,8.01
2022-04-01,GR,PEPP,8.77
2022-04-01,IE,PEPP,9.11
2022-04-01,IT,PEPP,7.15
2022-04-01,LT,PEPP,10.19
2022-04-01,LU,PEPP,6.38
2022-04-01,LV,PEPP,8.66
2022-04-01,MT,PEPP,10.96
2022-04-01,NL,PEPP,7.8
2022-04-01,PT,PEPP,6.7
2022-04-01,SI,PEPP,9.25
2022-04-01,SK,PEPP,8.83
2022-05-01,AT,PEPP,7.79
2022-05-01,BE,PEPP,6.5
2022-05-01,CY,PEPP,9.01
2022-05-01,DE,PEPP,6.4
2022-05-01,EE,PEPP,8.03
2022-05-01,ES,PEPP,7.6
2022-05-01,FI,PEPP,7.22
2022-05-01,FR,PEPP,8.06
2022-05-01,GR,PEPP,8.62
2022-05-01,IE,PEPP,8.99
2022-05-01,IT,PEPP,7.15
2022-05-01,LT,PEPP,10.12
2022-05-01,LU,PEPP,6.34
2022-05-01,LV,PEPP,8.58
2022-05-01,MT,PEPP,10.93
2022-05-01,NL,PEPP,7.7
2022-05-01,PT,PEPP,6.83
2022-05-01,SI,PEPP,9.19
2022-05-01,SK,PEPP,8.75
2022-06-01,AT,PEPP,7.7
2022-06-01,BE,PEPP,6.42
2022-06-01,CY,PEPP,8.93
2022-06-01,DE,PEPP,6.52
2022-06-01,EE,PEPP,7.95
2022-06-01,ES,PEPP,7.54
2022-06-01,FI,PEPP,7.17
2022-06-01,FR,PEPP,8.03
2022-06-01,GR,PEPP,8.68
2022-06-01,IE,PEPP,8.91
2022-06-01,IT,PEPP,7.1
2022-06-01,LT,PEPP,10.03
2022-06-01,LU,PEPP,6.27
2022-06-01,LV,PEPP,8.49
2022-06-01,MT,PEPP,10.85
2022-06-01,NL,PEPP,7.61
2022-06-01,PT,PEPP,6.7
2022-06-01,SI,PEPP,9.11
2022-06-01,SK,PEPP,8.67
2022-07-01,AT,PEPP,7.65
2022-07-01,BE,PEPP,6.41
2022-07-01,CY,PEPP,8.85
2022-07-01,DE,PEPP,6.64
2022-07-01,EE,PEPP,7.86
2022-07-01,ES,PEPP,7.51
2022-07-01,FI,PEPP,7.08
2022-07-01,FR,PEPP,7.97
2022-07-01,GR,PEPP,8.4
2022-07-01,IE,PEPP,8.82
2022-07-01,IT,PEPP,7.13
2022-07-01,LT,PEPP,9.94
2022-07-01,LU,PEPP,6.19
2022-07-01,LV,PEPP,8.41
2022-07-01,MT,PEPP,10.93
2022-07-01,NL,PEPP,7.93
2022-07-01,PT,PEPP,6.62
2022-07-01,SI,PEPP,9.03
2022-07-01,SK,PEPP,8.58
2022-08-01,AT,PEPP,7.57
2022-08-01,BE,PEPP,6.33
2022-08-01,CY,PEPP,8.73
2022-08-01,DE,PEPP,6.65
2022-08-01,EE,PEPP,7.78
2022-08-01,ES,PEPP,7.47
2022-08-01,FI,PEPP,7.33
2022-08-01,FR,PEPP,7.91
2022-08-01,GR,PEPP,8.64
2022-08-01,IE,PEPP,8.74
2022-08-01,IT,PEPP,7.14
2022-08-01,LT,PEPP,9.85
2022-08-01,LU,PEPP,6.11
2022-08-01,LV,PEPP,8.32
2022-08-01,MT,PEPP,10.85
2022-08-01,NL,PEPP,8.05
2022-08-01,PT,PEPP,6.52
2022-08-01,SI,PEPP,8.94
2022-08-01,SK,PEPP,8.5
2022-09-01,AT,PEPP,7.64
2022-09-01,BE,PEPP,6.35
2022-09-01,CY,PEPP,8.62
2022-09-01,DE,PEPP,6.79
2022-09-01,EE,PEPP,7.69
2022-09-01,ES,PEPP,7.42
2022-09-01,FI,PEPP,7.48
2022-09-01,FR,PEPP,7.83
2022-09-01,GR,PEPP,8.5
2022-09-01,IE,PEPP,8.64
2022-09-01,IT,PEPP,7.23
2022-09-01,LT,PEPP,9.9
2022-09-01,LU,PEPP,6.14
2022-09-01,LV,PEPP,8.24
2022-09-01,MT,PEPP,10.76
2022-09-01,NL,PEPP,7.92
2022-09-01,PT,PEPP,6.51
2022-09-01,SI,PEPP,8.84
2022-09-01,SK,PEPP,8.41
2022-10-01,AT,PEPP,7.6
2022-10-01,BE,PEPP,6.27
2022-10-01,CY,PEPP,8.52
2022-10-01,DE,PEPP,6.8
2022-10-01,EE,PEPP,7.61
2022-10-01,ES,PEPP,7.4
2022-10-01,FI,PEPP,7.35
2022-10-01,FR,PEPP,7.81
2022-10-01,GR,PEPP,8.39
2022-10-01,IE,PEPP,8.88
2022-10-01,IT,PEPP,7.16
2022-10-01,LT,PEPP,9.8
2022-10-01,LU,PEPP,6.13
2022-10-01,LV,PEPP,8.16
2022-10-01,MT,PEPP,10.68
2022-10-01,NL,PEPP,7.84
2022-10-01,PT,PEPP,6.73
2022-10-01,SI,PEPP,8.75
2022-10-01,SK,PEPP,8.33
2022-11-01,AT,PEPP,7.65
2022-11-01,BE,PEPP,6.35
2022-11-01,CY,PEPP,8.44
2022-11-01,DE,PEPP,6.79
2022-11-01,EE,PEPP,7.53
2022-11-01,ES,PEPP,7.41
2022-11-01,FI,PEPP,7.58
2022-11-01,FR,PEPP,7.76
2022-11-01,GR,PEPP,8.19
2022-11-01,IE,PEPP,8.84
2022-11-01,IT,PEPP,7.24
2022-11-01,LT,PEPP,9.7
2022-11-01,LU,PEPP,6.03
2022-11-01,LV,PEPP,8.08
2022-11-01,MT,PEPP,10.6
2022-11-01,NL,PEPP,7.7
2022-11-01,PT,PEPP,6.75
2022-11-01,SI,PEPP,8.66
2022-11-01,SK,PEPP,8.25
2022-12-01,AT,PEPP,7.56
2022-12-01,BE,PEPP,6.28
2022-12-01,CY,PEPP,8.33
2022-12-01,DE,PEPP,6.81
2022-12-01,EE,PEPP,7.44
2022-12-01,ES,PEPP,7.38
2022-12-01,FI,PEPP,7.44
2022-12-01,FR,PEPP,7.67
2022-12-01,GR,PEPP,8.17
2022-12-01,IE,PEPP,8.86
2022-12-01,IT,PEPP,7.18
2022-12-01,LT,PEPP,9.6
2022-12-01,LU,PEPP,5.93
2022-12-01,LV,PEPP,7.99
2022-12-01,MT,PEPP,10.51
2022-12-01,NL,PEPP,7.45
2022-12-01,PT,PEPP,6.65
2022-12-01,SI,PEPP,8.57
2022-12-01,SK,PEPP,8.16
2023-01-01,AT,PEPP,7.45
2023-01-01,BE,PEPP,6.31
2023-01-01,CY,PEPP,8.25
2023-01-01,DE,PEPP,6.74
2023-01-01,EE,PEPP,7.36
2023-01-01,ES,PEPP,7.43
2023-01-01,FI,PEPP,7.35
2023-01-01,FR,PEPP,7.6
2023-01-01,GR,PEPP,8.52
2023-01-01,IE,PEPP,8.82
2023-01-01,IT,PEPP,7.2
2023-01-01,LT,PEPP,9.46
2023-01-01,LU,PEPP,5.85
2023-01-01,LV,PEPP,7.87
2023-01-01,MT,PEPP,10.42
2023-01-01,NL,PEPP,7.69
2023-01-01,PT,PEPP,6.83
2023-01-01,SI,PEPP,8.48
2023-01-01,SK,PEPP,8.06
2023-02-01,AT,PEPP,7.36
2023-02-01,BE,PEPP,6.28
2023-02-01,CY,PEPP,8.17
2023-02-01,DE,PEPP,6.8
2023-02-01,EE,PEPP,7.28
2023-02-01,ES,PEPP,7.39
2023-02-01,FI,PEPP,7.63
2023-02-01,FR,PEPP,7.6
2023-02-01,GR,PEPP,8.59
2023-02-01,IE,PEPP,8.8
2023-02-01,IT,PEPP,7.14
2023-02-01,LT,PEPP,9.36
2023-02-01,LU,PEPP,5.84
2023-02-01,LV,PEPP,7.77
2023-02-01,MT,PEPP,10.34
2023-02-01,NL,PEPP,7.76
2023-02-01,PT,PEPP,6.76
2023-02-01,SI,PEPP,8.42
2023-02-01,SK,PEPP,8.37
2023-03-01,AT,PEPP,7.25
2023-03-01,BE,PEPP,6.25
2023-03-01,CY,PEPP,8.09
2023-03-01,DE,PEPP,6.78
2023-03-01,EE,PEPP,7.2
2023-03-01,ES,PEPP,7.34
2023-03-01,FI,PEPP,7.46
2023-03-01,FR,PEPP,7.69
2023-03-01,GR,PEPP,8.6
2023-03-01,IE,PEPP,9.24
2023-03-01,IT,PEPP,7.18
2023-03-01,LT,PEPP,9.21
2023-03-01,LU,PEPP,5.8
2023-03-01,LV,PEPP,7.65
2023-03-01,MT,PEPP,10.26
2023-03-01,NL,PEPP,7.82
2023-03-01,PT,PEPP,6.96
2023-03-01,SI,PEPP,8.92
2023-03-01,SK,PEPP,8.29
2023-04-01,AT,PEPP,7.37
2023-04-01,BE,PEPP,6.18
2023-04-01,CY,PEPP,8.02
2023-04-01,DE,PEPP,6.81
2023-04-01,EE,PEPP,7.11
2023-04-01,ES,PEPP,7.39
2023-04-01,FI,PEPP,7.58
2023-04-01,FR,PEPP,7.61
2023-04-01,GR,PEPP,8.63
2023-04-01,IE,PEPP,9.17
2023-04-01,IT,PEPP,7.1
2023-04-01,LT,PEPP,9.42
2023-04-01,LU,PEPP,5.76
2023-04-01,LV,PEPP,8.33
2023-04-01,MT,PEPP,10.18
2023-04-01,NL,PEPP,7.74
2023-04-01,PT,PEPP,6.9
2023-04-01,SI,PEPP,8.83
2023-04-01,SK,PEPP,8.23
2023-05-01,AT,PEPP,7.28
2023-05-01,BE,PEPP,6.11
2023-05-01,CY,PEPP,7.96
2023-05-01,DE,PEPP,6.78
2023-05-01,EE,PEPP,7.03
2023-05-01,ES,PEPP,7.31
2023-05-01,FI,PEPP,7.59
2023-05-01,FR,PEPP,7.63
2023-05-01,GR,PEPP,8.44
2023-05-01,IE,PEPP,9.1
2023-05-01,IT,PEPP,7.06
2023-05-01,LT,PEPP,9.3
2023-05-01,LU,PEPP,5.74
2023-05-01,LV,PEPP,8.26
2023-05-01,MT,PEPP,10.09
2023-05-01,NL,PEPP,7.68
2023-05-01,PT,PEPP,6.95
2023-05-01,SI,PEPP,8.72
2023-05-01,SK,PEPP,8.16
2023-06-01,AT,PEPP,7.18
2023-06-01,BE,PEPP,6.17
2023-06-01,CY,PEPP,7.89
2023-06-01,DE,PEPP,6.77
2023-06-01,EE,PEPP,6.95
2023-06-01,ES,PEPP,7.24
2023-06-01,FI,PEPP,7.48
2023-06-01,FR,PEPP,7.55
2023-06-01,GR,PEPP,8.51
2023-06-01,IE,PEPP,9.01
2023-06-01,IT,PEPP,7.05
2023-06-01,LT,PEPP,9.28
2023-06-01,LU,PEPP,5.69
2023-06-01,LV,PEPP,8.15
2023-06-01,MT,PEPP,10.01
2023-06-01,NL,PEPP,7.55
2023-06-01,PT,PEPP,6.93
2023-06-01,SI,PEPP,8.63
2023-06-01,SK,PEPP,8.11
2023-07-01,AT,PEPP,7.37
2023-07-01,BE,PEPP,6.1
2023-07-01,CY,PEPP,8.53
2023-07-01,DE,PEPP,6.67
2023-07-01,EE,PEPP,6.86
2023-07-01,ES,PEPP,7.34
2023-07-01,FI,PEPP,7.33
2023-07-01,FR,PEPP,7.46
2023-07-01,GR,PEPP,8.46
2023-07-01,IE,PEPP,8.93
2023-07-01,IT,PEPP,6.97
2023-07-01,LT,PEPP,9.17
2023-07-01,LU,PEPP,6.08
2023-07-01,LV,PEPP,8.04
2023-07-01,MT,PEPP,10.0
2023-07-01,NL,PEPP,7.84
2023-07-01,PT,PEPP,6.97
2023-07-01,SI,PEPP,8.56
2023-07-01,SK,PEPP,8.04
2023-08-01,AT,PEPP,7.27
2023-08-01,BE,PEPP,6.03
2023-08-01,CY,PEPP,8.46
2023-08-01,DE,PEPP,6.66
2023-08-01,EE,PEPP,6.78
2023-08-01,ES,PEPP,7.27
2023-08-01,FI,PEPP,7.31
2023-08-01,FR,PEPP,7.38
2023-08-01,GR,PEPP,8.46
2023-08-01,IE,PEPP,8.89
2023-08-01,IT,PEPP,7.04
2023-08-01,LT,PEPP,9.44
2023-08-01,LU,PEPP,6.07
2023-08-01,LV,PEPP,7.92
2023-08-01,MT,PEPP,9.91
2023-08-01,NL,PEPP,7.66
2023-08-01,PT,PEPP,6.92
2023-08-01,SI,PEPP,8.47
2023-08-01,SK,PEPP,7.96
2023-09-01,AT,PEPP,7.18
2023-09-01,BE,PEPP,5.96
2023-09-01,CY,PEPP,8.38
2023-09-01,DE,PEPP,6.66
2023-09-01,EE,PEPP,6.69
2023-09-01,ES,PEPP,7.21
2023-09-01,FI,PEPP,7.46
2023-09-01,FR,PEPP,7.29
2023-09-01,GR,PEPP,8.46
2023-09-01,IE,PEPP,8.83
2023-09-01,IT,PEPP,6.98
2023-09-01,LT,PEPP,9.34
2023-09-01,LU,PEPP,6.02
2023-09-01,LV,PEPP,7.85
2023-09-01,MT,PEPP,9.83
2023-09-01,NL,PEPP,7.62
2023-09-01,PT,PEPP,7.01
2023-09-01,SI,PEPP,8.39
2023-09-01,SK,PEPP,7.88
2023-10-01,AT,PEPP,7.35
2023-10-01,BE,PEPP,6.1
2023-10-01,CY,PEPP,8.31
2023-10-01,DE,PEPP,6.65
2023-10-01,EE,PEPP,6.61
2023-10-01,ES,PEPP,7.21
2023-10-01,FI,PEPP,7.22
2023-10-01,FR,PEPP,7.26
2023-10-01,GR,PEPP,8.47
2023-10-01,IE,PEPP,8.8
2023-10-01,IT,PEPP,7.08
2023-10-01,LT,PEPP,9.23
2023-10-01,LU,PEPP,6.0
2023-10-01,LV,PEPP,7.76
2023-10-01,MT,PEPP,9.75
2023-10-01,NL,PEPP,7.42
2023-10-01,PT,PEPP,7.45
2023-10-01,SI,PEPP,8.33
2023-10-01,SK,PEPP,7.81
2023-11-01,AT,PEPP,7.22
2023-11-01,BE,PEPP,6.04
2023-11-01,CY,PEPP,8.23
2023-11-01,DE,PEPP,6.61
2023-11-01,EE,PEPP,6.53
2023-11-01,ES,PEPP,7.15
2023-11-01,FI,PEPP,7.23
2023-11-01,FR,PEPP,7.18
2023-11-01,GR,PEPP,8.39
2023-11-01,IE,PEPP,8.73
2023-11-01,IT,PEPP,7.12
2023-11-01,LT,PEPP,9.13
2023-11-01,LU,PEPP,5.98
2023-11-01,LV,PEPP,7.72
2023-11-01,MT,PEPP,9.67
2023-11-01,NL,PEPP,7.3
2023-11-01,PT,PEPP,7.38
2023-11-01,SI,PEPP,8.25
2023-11-01,SK,PEPP,8.04
2023-12-01,AT,PEPP,7.11
2023-12-01,BE,PEPP,5.96
2023-12-01,CY,PEPP,8.15
2023-12-01,DE,PEPP,6.58
2023-12-01,EE,PEPP,6.44
2023-12-01,ES,PEPP,7.08
2023-12-01,FI,PEPP,7.1
2023-12-01,FR,PEPP,7.09
2023-12-01,GR,PEPP,8.35
2023-12-01,IE,PEPP,8.65
2023-12-01,IT,PEPP,7.13
2023-12-01,LT,PEPP,9.04
2023-12-01,LU,PEPP,5.92
2023-12-01,LV,PEPP,7.62
2023-12-01,MT,PEPP,9.58
2023-12-01,NL,PEPP,7.09
2023-12-01,PT,PEPP,7.3
2023-12-01,SI,PEPP,8.18
2023-12-01,SK,PEPP,7.96
2024-01-01,AT,PEPP,7.02
2024-01-01,BE,PEPP,5.92
2024-01-01,CY,PEPP,8.07
2024-01-01,DE,PEPP,6.59
2024-01-01,EE,PEPP,6.36
2024-01-01,ES,PEPP,7.14
2024-01-01,FI,PEPP,6.91
2024-01-01,FR,PEPP,7.01
2024-01-01,GR,PEPP,8.29
2024-01-01,IE,PEPP,8.58
2024-01-01,IT,PEPP,7.27
2024-01-01,LT,PEPP,9.22
2024-01-01,LU,PEPP,5.84
2024-01-01,LV,PEPP,7.52
2024-01-01,MT,PEPP,9.49
2024-01-01,NL,PEPP,7.43
2024-01-01,PT,PEPP,7.28
2024-01-01,SI,PEPP,8.12
2024-01-01,SK,PEPP,7.92
2024-02-01,AT,PEPP,6.9
2024-02-01,BE,PEPP,5.88
2024-02-01,CY,PEPP,7.99
2024-02-01,DE,PEPP,6.64
2024-02-01,EE,PEPP,6.28
2024-02-01,ES,PEPP,7.07
2024-02-01,FI,PEPP,7.01
2024-02-01,FR,PEPP,7.06
2024-02-01,GR,PEPP,8.29
2024-02-01,IE,PEPP,8.51
2024-02-01,IT,PEPP,7.3
2024-02-01,LT,PEPP,9.09
2024-02-01,LU,PEPP,5.76
2024-02-01,LV,PEPP,7.46
2024-02-01,MT,PEPP,9.4
2024-02-01,NL,PEPP,7.44
2024-02-01,PT,PEPP,7.74
2024-02-01,SI,PEPP,8.05
2024-02-01,SK,PEPP,7.86
2024-03-01,AT,PEPP,6.74
2024-03-01,BE,PEPP,5.83
2024-03-01,CY,PEPP,7.9
2024-03-01,DE,PEPP,6.67
2024-03-01,EE,PEPP,6.19
2024-03-01,ES,PEPP,7.0
2024-03-01,FI,PEPP,6.95
2024-03-01,FR,PEPP,7.17
2024-03-01,GR,PEPP,8.26
2024-03-01,IE,PEPP,8.95
2024-03-01,IT,PEPP,7.34
2024-03-01,LT,PEPP,8.98
2024-03-01,LU,PEPP,5.67
2024-03-01,LV,PEPP,7.39
2024-03-01,MT,PEPP,9.31
2024-03-01,NL,PEPP,7.39
2024-03-01,PT,PEPP,7.65
2024-03-01,SI,PEPP,7.99
2024-03-01,SK,PEPP,7.81
2024-04-01,AT,PEPP,6.65
2024-04-01,BE,PEPP,5.77
2024-04-01,CY,PEPP,7.82
2024-04-01,DE,PEPP,6.73
2024-04-01,EE,PEPP,6.11
2024-04-01,ES,PEPP,7.07
2024-04-01,FI,PEPP,6.95
2024-04-01,FR,PEPP,7.09
2024-04-01,GR,PEPP,8.49
2024-04-01,IE,PEPP,8.89
2024-04-01,IT,PEPP,7.36
2024-04-01,LT,PEPP,9.09
2024-04-01,LU,PEPP,5.59
2024-04-01,LV,PEPP,8.15
2024-04-01,MT,PEPP,9.23
2024-04-01,NL,PEPP,7.3
2024-04-01,PT,PEPP,7.58
2024-04-01,SI,PEPP,7.89
2024-04-01,SK,PEPP,7.73
2024-05-01,AT,PEPP,6.5
2024-05-01,BE,PEPP,5.7
2024-05-01,CY,PEPP,7.74
2024-05-01,DE,PEPP,6.75
2024-05-01,EE,PEPP,6.03
2024-05-01,ES,PEPP,7.15
2024-05-01,FI,PEPP,6.85
2024-05-01,FR,PEPP,7.18
2024-05-01,GR,PEPP,8.45
2024-05-01,IE,PEPP,8.82
2024-05-01,IT,PEPP,7.35
2024-05-01,LT,PEPP,8.94
2024-05-01,LU,PEPP,5.51
2024-05-01,LV,PEPP,8.01
2024-05-01,MT,PEPP,9.14
2024-05-01,NL,PEPP,7.07
2024-05-01,PT,PEPP,7.55
2024-05-01,SI,PEPP,7.81
2024-05-01,SK,PEPP,7.7
2024-06-01,AT,PEPP,6.37
2024-06-01,BE,PEPP,5.93
2024-06-01,CY,PEPP,8.15
2024-06-01,DE,PEPP,6.77
2024-06-01,EE,PEPP,5.94
2024-06-01,ES,PEPP,7.08
2024-06-01,FI,PEPP,6.68
2024-06-01,FR,PEPP,7.13
2024-06-01,GR,PEPP,8.46
2024-06-01,IE,PEPP,8.76
2024-06-01,IT,PEPP,7.25
2024-06-01,LT,PEPP,9.32
2024-06-01,LU,PEPP,5.43
2024-06-01,LV,PEPP,7.93
2024-06-01,MT,PEPP,9.05
2024-06-01,NL,PEPP,6.99
2024-06-01,PT,PEPP,7.49
2024-06-01,SI,PEPP,7.73
2024-06-01,SK,PEPP,7.93
2024-07-01,AT,PEPP,6.73
2024-07-01,BE,PEPP,5.86
2024-07-01,CY,PEPP,8.05
2024-07-01,DE,PEPP,6.72
2024-07-01,EE,PEPP,5.86
2024-07-01,ES,PEPP,7.13
2024-07-01,FI,PEPP,6.51
2024-07-01,FR,PEPP,7.09
2024-07-01,GR,PEPP,8.41
2024-07-01,IE,PEPP,8.68
2024-07-01,IT,PEPP,7.24
2024-07-01,LT,PEPP,9.2
2024-07-01,LU,PEPP,5.34
2024-07-01,LV,PEPP,7.83
2024-07-01,MT,PEPP,8.97
2024-07-01,NL,PEPP,7.23
2024-07-01,PT,PEPP,7.43
2024-07-01,SI,PEPP,7.66
2024-07-01,SK,PEPP,7.85
2024-08-01,AT,PEPP,6.64
2024-08-01,BE,PEPP,5.78
2024-08-01,CY,PEPP,7.96
2024-08-01,DE,PEPP,6.72
2024-08-01,EE,PEPP,5.77
2024-08-01,ES,PEPP,7.05
2024-08-01,FI,PEPP,6.58
2024-08-01,FR,PEPP,7.0
2024-08-01,GR,PEPP,8.39
2024-08-01,IE,PEPP,8.6
2024-08-01,IT,PEPP,7.22
2024-08-01,LT,PEPP,9.28
2024-08-01,LU,PEPP,5.26
2024-08-01,LV,PEPP,7.74
2024-08-01,MT,PEPP,8.88
2024-08-01,NL,PEPP,7.34
2024-08-01,PT,PEPP,7.34
2024-08-01,SI,PEPP,7.58
2024-08-01,SK,PEPP,7.77
2024-09-01,AT,PEPP,6.53
2024-09-01,BE,PEPP,5.72
2024-09-01,CY,PEPP,7.87
2024-09-01,DE,PEPP,6.71
2024-09-01,EE,PEPP,5.69
2024-09-01,ES,PEPP,6.98
2024-09-01,FI,PEPP,6.63
2024-09-01,FR,PEPP,6.92
2024-09-01,GR,PEPP,8.43
2024-09-01,IE,PEPP,8.52
2024-09-01,IT,PEPP,7.21
2024-09-01,LT,PEPP,9.17
2024-09-01,LU,PEPP,5.17
2024-09-01,LV,PEPP,7.64
2024-09-01,MT,PEPP,8.79
2024-09-01,NL,PEPP,7.3
2024-09-01,PT,PEPP,7.3
2024-09-01,SI,PEPP,7.92
2024-09-01,SK,PEPP,7.7
2024-10-01,AT,PEPP,6.87
2024-10-01,BE,PEPP,5.9
2024-10-01,CY,PEPP,7.77
2024-10-01,DE,PEPP,6.71
2024-10-01,EE,PEPP,5.61
2024-10-01,ES,PEPP,7.06
2024-10-01,FI,PEPP,6.56
2024-10-01,FR,PEPP,6.85
2024-10-01,GR,PEPP,8.41
2024-10-01,IE,PEPP,8.44
2024-10-01,IT,PEPP,7.15
2024-10-01,LT,PEPP,9.06
2024-10-01,LU,PEPP,5.09
2024-10-01,LV,PEPP,7.54
2024-10-01,MT,PEPP,9.19
2024-10-01,NL,PEPP,7.28
2024-10-01,PT,PEPP,7.23
2024-10-01,SI,PEPP,7.84
2024-10-01,SK,PEPP,7.6
2024-11-01,AT,PEPP,6.76
2024-11-01,BE,PEPP,5.83
2024-11-01,CY,PEPP,7.68
2024-11-01,DE,PEPP,6.63
2024-11-01,EE,PEPP,5.52
2024-11-01,ES,PEPP,6.98
2024-11-01,FI,PEPP,6.76
2024-11-01,FR,PEPP,6.94
2024-11-01,GR,PEPP,8.36
2024-11-01,IE,PEPP,8.36
2024-11-01,IT,PEPP,7.15
2024-11-01,LT,PEPP,9.1
2024-11-01,LU,PEPP,5.01
2024-11-01,LV,PEPP,7.46
2024-11-01,MT,PEPP,9.12
2024-11-01,NL,PEPP,7.24
2024-11-01,PT,PEPP,7.18
2024-11-01,SI,PEPP,7.76
2024-11-01,SK,PEPP,7.83
2024-12-01,AT,PEPP,6.67
2024-12-01,BE,PEPP,5.75
2024-12-01,CY,PEPP,8.2
2024-12-01,DE,PEPP,6.59
2024-12-01,EE,PEPP,5.44
2024-12-01,ES,PEPP,6.9
2024-12-01,FI,PEPP,6.66
2024-12-01,FR,PEPP,6.86
2024-12-01,GR,PEPP,8.3
2024-12-01,IE,PEPP,8.28
2024-12-01,IT,PEPP,7.23
2024-12-01,LT,PEPP,9.0
2024-12-01,LU,PEPP,4.92
2024-12-01,LV,PEPP,7.37
2024-12-01,MT,PEPP,9.04
2024-12-01,NL,PEPP,7.11
2024-12-01,PT,PEPP,7.09
2024-12-01,SI,PEPP,7.68
2024-12-01,SK,PEPP,7.75
2025-01-01,AT,PEPP,6.63
2025-01-01,BE,PEPP,5.66
2025-01-01,CY,PEPP,8.12
2025-01-01,DE,PEPP,6.59
2025-01-01,EE,PEPP,5.36
2025-01-01,ES,PEPP,6.97
2025-01-01,FI,PEPP,6.57
2025-01-01,FR,PEPP,6.78
2025-01-01,GR,PEPP,8.22
2025-01-01,IE,PEPP,8.19
2025-01-01,IT,PEPP,7.19
2025-01-01,LT,PEPP,8.91
2025-01-01,LU,PEPP,4.84
2025-01-01,LV,PEPP,7.49
2025-01-01,MT,PEPP,8.95
2025-01-01,NL,PEPP,7.21
2025-01-01,PT,PEPP,7.04
2025-01-01,SI,PEPP,7.6
2025-01-01,SK,PEPP,7.66
2025-02-01,AT,PEPP,6.56
2025-02-01,BE,PEPP,5.58
2025-02-01,CY,PEPP,8.04
2025-02-01,DE,PEPP,6.68
2025-02-01,EE,PEPP,5.28
2025-02-01,ES,PEPP,6.9
2025-02-01,FI,PEPP,6.97
2025-02-01,FR,PEPP,6.78
2025-02-01,GR,PEPP,8.5
2025-02-01,IE,PEPP,8.11
2025-02-01,IT,PEPP,7.22
2025-02-01,LT,PEPP,8.84
2025-02-01,LU,PEPP,4.76
2025-02-01,LV,PEPP,7.41
2025-02-01,MT,PEPP,8.88
2025-02-01,NL,PEPP,7.3
2025-02-01,PT,PEPP,6.97
2025-02-01,SI,PEPP,7.52
2025-02-01,SK,PEPP,7.59
2025-03-01,AT,PEPP,6.47
2025-03-01,BE,PEPP,5.5
2025-03-01,CY,PEPP,7.95
2025-03-01,DE,PEPP,6.73
2025-03-01,EE,PEPP,5.19
2025-03-01,ES,PEPP,6.81
2025-03-01,FI,PEPP,6.88
2025-03-01,FR,PEPP,6.95
2025-03-01,GR,PEPP,8.43
2025-03-01,IE,PEPP,8.77
2025-03-01,IT,PEPP,7.26
2025-03-01,LT,PEPP,8.76
2025-03-01,LU,PEPP,4.68
2025-03-01,LV,PEPP,7.33
2025-03-01,MT,PEPP,8.79
2025-03-01,NL,PEPP,7.3
2025-03-01,PT,PEPP,6.91
2025-03-01,SI,PEPP,7.44
2025-03-01,SK,PEPP,7.5
2025-04-01,AT,PEPP,6.72
2025-04-01,BE,PEPP,5.42
2025-04-01,CY,PEPP,7.87
2025-04-01,DE,PEPP,6.79
2025-04-01,EE,PEPP,5.11
2025-04-01,ES,PEPP,6.89
2025-04-01,FI,PEPP,6.87
2025-04-01,FR,PEPP,6.87
2025-04-01,GR,PEPP,8.35
2025-04-01,IE,PEPP,8.69
2025-04-01,IT,PEPP,7.22
2025-04-01,LT,PEPP,8.68
2025-04-01,LU,PEPP,5.33
2025-04-01,LV,PEPP,7.25
2025-04-01,MT,PEPP,8.71
2025-04-01,NL,PEPP,7.36
2025-04-01,PT,PEPP,6.83
2025-04-01,SI,PEPP,7.36
2025-04-01,SK,PEPP,7.42
2025-05-01,AT,PEPP,6.63
2025-05-01,BE,PEPP,5.33
2025-05-01,CY,PEPP,7.79
2025-05-01,DE,PEPP,6.74
2025-05-01,EE,PEPP,5.03
2025-05-01,ES,PEPP,6.92
